Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Guiraudon V.","6602850416;","The European Union and refugees: A policy which shows little solidarity [L'Europe et les réfugiés : Une politique peu solidaire]",2013,"Pouvoirs: Revue d'Etudes Constitutionnelles et Politiques","144","1",,"79","89",,,"10.3917/pouv.144.0079","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879067511&doi=10.3917%2fpouv.144.0079&partnerID=40&md5=1d66cccb2c7a5165f9b717f2f2583ef8",,"Guiraudon, V.","The intergovernmental cooperation aiming to limit the number of asylum seekers dates back to the 1980s, even though the heads of States and governments of the member states of the Union decided to create a common asylum policy only in 1999. The entry into force of the Treaty of Amsterdam granted the European institutions a more prominent role in the drafting of policies regarding immigration, asylum and external borders management. However, the legislative texts only aim at a minimum harmonization of the member states policies. In fact, instead of a European asylum policy, what has emerged is a policy of non-access to asylum through a number of measures such as making visas compulsory to enter Europe, imposing penalties against carriers, or codifying the notions of ""safe"" countries and ""manifestly unfounded demands"". Rather than introducing a common policy, the Dublin agreements and the Eurodac data base have made it possible to send asylum seekers from country to country. Thus, European asylum policy shows little solidarity and benefits only the ministries of those countries which have elaborated an informal system as early as 1985 in order to stop welcoming asylum seekers. © 2013 Le Seuil. All rights reserved.",,,"Guiraudon, V.",,,01520768,,,,"French","Pouvoirs Rev. Etud. Const. Polit.",Article,"Final","",Scopus,2-s2.0-84879067511
"Kneidinger P., Schwaiger M.","55488844100;36169398500;","Evaluation and monitoring of fingerprint acquisitions for the European Visa Information System experiences from Austria",2012,"Proceedings of the International Conference of the Biometrics Special Interest Group, BIOSIG 2012",,,"6313534","","",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869389461&partnerID=40&md5=13937b416ae21437fd6ebc19d3038929","Austrian Federal Ministry for European and International Affairs, Minoritenplatz 8, A-1014 Wien, Austria; Secunet Security Networks AG, Kronprinzenstrae 30, 45128 Essen, Germany","Kneidinger, P., Austrian Federal Ministry for European and International Affairs, Minoritenplatz 8, A-1014 Wien, Austria; Schwaiger, M., Secunet Security Networks AG, Kronprinzenstrae 30, 45128 Essen, Germany","The Biometric Evaluation Authority (BEA) concept allows to evaluate and monitor fingerprint acquisitions with regard to the European Visa Information System (VIS). In Austria, a BEA implementation was installed in order to evaluate the quality of the acquired fingerprints, the duration of the fingerprint acquisition process, the number of captures conducted and the results of fingerprint record uniqueness checks. This paper introduces the concept of the BEA and presents results of the Austrian visa application process achieved in the first months of the VIS in operation. © 2012 Gesellschaft fr Informatik.",,"Application process; Austria; Biometric Evaluation; Fingerprint acquisition; Fingerprint records; Visa information systems; Biometrics; Information systems; Mergers and acquisitions; Quality control","Kneidinger, P.; Austrian Federal Ministry for European and International Affairs, Minoritenplatz 8, A-1014 Wien, Austria; email: peter.kneidinger@bmeia.gv.at",,,,9783885792901,,,"English","Proc. Int. Conf. Biom. Spec. Interest Group, BIOSIG",Conference Paper,"Final","",Scopus,2-s2.0-84869389461
[No author name available],[No author id available],"Proceedings of the International Conference of the Biometrics Special Interest Group, BIOSIG 2012",2012,"Proceedings of the International Conference of the Biometrics Special Interest Group, BIOSIG 2012",,,,"","",280,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869387557&partnerID=40&md5=d74a89a4ed841ea3e4b95784fc6e2590",,"","The proceedings contain 36 papers. The topics discussed include: evaluation and monitoring of fingerprint acquisitions for the European visa information system - experiences from Austria; a topology based approach to categorization of fingerprint images; multi-modal and multi-instance fusion for biometric cryptosystems; evaluation of automatic face recognition for automatic border control on actual data recorded of travellers at Schiphol airport; analysis of the acquisition process for keystroke dynamics; probabilistic matching pair selection for SURF-based person re-identification; model interpolation for eye localization using the discriminative generalized Hough transform; a novel crypto-biometric scheme for establishing secure communication sessions between two clients; unsupervised learning of face detection models from unlabeled image streams; and improving channel robustness in text-independent speaker verification using adaptive virtual cohort models.",,,,,,,9783885792901,,,"English","Proc. Int. Conf. Biom. Spec. Interest Group, BIOSIG",Conference Review,"Final","",Scopus,2-s2.0-84869387557
"Boehm F.","36008031200;","Information sharing and data protection in the area of freedom, security and justice: Towards harmonised data protection principles for information exchange at EU-level",2012,"Information Sharing and Data Protection in the Area of Freedom, Security and Justice: Towards Harmonised Data Protection Principles for Information Exchange at EU-Level","9783642223921",,,"1","467",,26,"10.1007/978-3-642-22392-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949175458&doi=10.1007%2f978-3-642-22392-1&partnerID=40&md5=791eb1cea90e3aedd171bff4d97a4870","University of Luxembourg, Interdisciplinary Centre for Security, Reliability and Trust (SnT), 6, rue Richard Coudenhove Kalergi, Luxembourg","Boehm, F., University of Luxembourg, Interdisciplinary Centre for Security, Reliability and Trust (SnT), 6, rue Richard Coudenhove Kalergi, Luxembourg","Privacy and data protection in police work and law enforcement cooperation has always been a challenging issue. Current developments in EU internal security policy, such as increased information sharing (which includes the exchange of personal data between European law enforcement agencies and judicial actors in the area of freedom, security and justice (Europol, Eurojust, Frontex and OLAF)) and the access of EU agencies, in particular Europol and Eurojust, to data stored in European information systems such as the SIS (II), VIS, CIS or Eurodac raise interesting questions regarding the balance between the rights of individuals and security interests. This book deals with the complexity of the relations between these actors and offers for the first time a comprehensive overview of the structures for information exchange in the area of freedom, security and justice and their compliance with data protection rules in this field. © Springer-Verlag Berlin Heidelberg 2012. All rights are reserved.",,,"Boehm, F.; University of Luxembourg, 6, rue Richard Coudenhove Kalergi, Luxembourg",,"Springer-Verlag Berlin Heidelberg",,9783642223921; 3642223915; 9783642223914,,,"English","Info. Shar. and Data Protect. in the Area of Freedom, Secty. and Justice: Towards Harmonised Data Protect. Principles for Info. Exch. at EU-Level",Book,"Final","",Scopus,2-s2.0-84949175458
"Boehm F.","36008031200;","Information sharing in the area of freedom security and justice—towards a common standard for data exchange between agencies and EU information systems",2012,"European Data Protection: In Good Health?",,,,"143","183",,2,"10.1007/978-94-007-2903-2_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949460812&doi=10.1007%2f978-94-007-2903-2_8&partnerID=40&md5=ffa1a43fb36fb76130b90b23ff6338ec","University of Luxembourg, Luxembourg","Boehm, F., University of Luxembourg, Luxembourg","Information sharing, including the exchange of personal data, between European law enforcement and judicial actors in the Area of Freedom, Security and Justice (AFSJ) is increasingly growing. In addition, the access of law enforcement and judicial agencies (Europol, Eurojust) to data stored in the European information systems, such as the CIS, SIS (II), VIS or Eurodac seems to become an essential tool in the field of EU internal security policy. Without being limited by the former pillar constraints, and above all, in absence of a unified approach to data protection in the former third pillar, the main actors in this field increasingly exchange data between each other as well as with third states. The paper illustrates the existing and the planned instruments governing AFSJ data exchange as well as their compliance with data protection rules. After that it suggests some basic data protection standards which follow from the respect of Article 8 ECHR and would improve the respect of data protection rules in the field of information sharing between agencies and EU agencies and information system. © Springer Science+Business Media B.V. 2012.",,,"Boehm, F.; University of LuxembourgLuxembourg; email: franziska.boehm@uni.lu",,"Springer Netherlands",,9789400729032; 9789400729025,,,"English","European Data Protection: In Good Health?",Book Chapter,"Final","",Scopus,2-s2.0-84949460812
"Schwaiger M., Rahmun F., Bausinger O., Grell M.","36169398500;55598377300;55597363600;55599050400;","VISPILOT - Towards European biometric visa border control",2011,"Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI)",,,,"3","9",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873961697&partnerID=40&md5=a64fd82003a2c23f7280b1819f0fbd29","Secunet Security Networks AG, Kronprinzenstraße 30, 45128 Essen, Germany; German Federal Office of Administration (BVA), Barbarastraße 1, 50735 Köln, Germany; German Federal Office for Information Security (BSI), Godesberger Allee 185-189, 53175 Bonn, Germany; German Federal Police (BPOL), Roonstraße 13, 56068 Koblenz, Germany","Schwaiger, M., Secunet Security Networks AG, Kronprinzenstraße 30, 45128 Essen, Germany; Rahmun, F., German Federal Office of Administration (BVA), Barbarastraße 1, 50735 Köln, Germany; Bausinger, O., German Federal Office for Information Security (BSI), Godesberger Allee 185-189, 53175 Bonn, Germany; Grell, M., German Federal Police (BPOL), Roonstraße 13, 56068 Koblenz, Germany","To thoroughly prepare the expected start of the European Visa Information System (VIS) in 2011, Germany has implemented and evaluated the biometric visa border control process in a dedicated pilot project. In addition to implementing all necessary software modules for the access to the VIS, the focus of the project was set on the new feature of fingerprint biometrics. Fingerprint verification is applied to the primary position during border control where the process is optimised for fast completion, high throughput and ease of use. Extended identity checks with a quality-oriented border control process are conducted at the secondary position, where also a time-consuming fingerprint identification can be applied. Several tests were conducted during the pilot project in order to evaluate the VIS border control process. Recommendations regarding the implementation and operation of VIS related systems on the national level have been derived based on the evaluation results.",,"Border control; Ease-of-use; Evaluation results; Fingerprint biometrics; Fingerprint identification; Fingerprint verification; High throughput; Identity checks; National level; Pilot projects; Related systems; Software modules; Visa information systems; Biometrics; Process control","Schwaiger, M.; Secunet Security Networks AG, Kronprinzenstraße 30, 45128 Essen, Germany; email: michael.schwaiger@secunet.com",,,16175468,9783885792857,,,"English","Lect. Notes Informatics (LNI), Proc. - Series Ges. Inform. (GI)",Conference Paper,"Final","",Scopus,2-s2.0-84873961697
"Engouang T.D., Yun L.","55339268300;57211720664;","AVIS - Applied visa information system: Case study for the embassy of the Gabonese republic in China",2011,"ICEIS 2011 - Proceedings of the 13th International Conference on Enterprise Information Systems","1 DISI",,,"197","204",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865142407&partnerID=40&md5=62bdc1fa0ac6de57fafcb5192287e3c3","School of Electronic and Information Engineering, Beijing Jiaotong University, No. 3 Shangyuan, 100044, Beijing, China","Engouang, T.D., School of Electronic and Information Engineering, Beijing Jiaotong University, No. 3 Shangyuan, 100044, Beijing, China; Yun, L., School of Electronic and Information Engineering, Beijing Jiaotong University, No. 3 Shangyuan, 100044, Beijing, China","Nowadays, the handwriting workbook has been a valuable tool that is disappearing into a computer keyboard typing. Since the establishment of Sino-Gabonese diplomatic relations in 1974, using the book filling procedure of visa application, the Gabonese republic embassy to china has accumulated a very large amount of paperwork data and using this data efficiently becomes a major problem to solve. A computerized data management application that manages new visa applications and record existing paper archives into electronic data for effective knowledge of visa demands and analysis was proposed. In this paper, the Applied Visa Information System is develop, a system that consist in data storage and data view modules. Development process and implementation of the AVIS and the methods for goals procedures to operate the system are detailed. The system works with a database that contains all applicants' information and resulting visa decisions such as accepted or denied.","ACCESS database; AVIS; C sharp C#; Gabonese republic embassy; GRAVIS; MIS; Prototype","AVIS; C sharp C#; Gabonese republic embassy; GRAVIS; Prototype; Information management; Management information systems; Information systems","Engouang, T.D.; School of Electronic and Information Engineering, No. 3 Shangyuan, 100044, Beijing, China; email: trist_dal1@yahoo.fr",,,,9789898425539,,,"English","ICEIS - Proc. Int. Conf. Enterpr. Inf. Syst.",Conference Paper,"Final","",Scopus,2-s2.0-84865142407
"Ippolito F., Velluti S.","55374308900;10141748800;","The recast process of the eu asylum system: A balancing act between efficiency and fairness",2011,"Refugee Survey Quarterly","30","3","hdr009","24","62",,15,"10.1093/rsq/hdr009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052202086&doi=10.1093%2frsq%2fhdr009&partnerID=40&md5=31fd01cef2f12ae544f76b77f238f971","International Law and European Union Law, School of Politics, University of Cagliari, Italy; University of Lincoln, United Kingdom","Ippolito, F., International Law and European Union Law, School of Politics, University of Cagliari, Italy; Velluti, S., University of Lincoln, United Kingdom","The article examines and assesses the various instruments developed at the European level for granting protection to asylum-seekers. It starts by providing an historical overview of asylum and immigration law and policy in the European Union, from its origins to the changes introduced by the Lisbon Treaty and recast proposals of existing legislative instruments. In so doing, the article critically examines whether the European Union provides an adequate framework for protecting those seeking international protection both from the perspective of effectiveness and fairness and shows that despite some changes ensuring a stronger level of protection of asylum-seekers the recast process still does not ensure an equal standard of protection across European Union Member States. © The Author [2011]. All rights reserved.","Common eruropean asylum system; Dublin regulation recast; EURODAC regulation recast; European union asylum law","asylum seeker; European Union; immigration policy; international migration; legislative implementation; regulatory framework; Europe","Ippolito, F.; International Law and European Union Law, Italy",,,10204067,,,,"English","Refugee Surv. Q.",Article,"Final","",Scopus,2-s2.0-80052202086
"Schuster L.","7004083883;","Turning refugees into 'illegal migrants': Afghan asylum seekers in Europe",2011,"Ethnic and Racial Studies","34","8",,"1392","1407",,77,"10.1080/01419870.2010.535550","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960575611&doi=10.1080%2f01419870.2010.535550&partnerID=40&md5=a500e4284c7d419409130fac82432659","Department of Sociology, City University, Northampton Square, London EC1V 0HB, United Kingdom","Schuster, L., Department of Sociology, City University, Northampton Square, London EC1V 0HB, United Kingdom","Each year refugees transit southern EU Member States where in theory they should claim asylum but where in reality they have little chance of being able to make a claim, and almost no chance of having it examined properly, much less being actually granted asylum. This paper argues that the current EU regime turns some refugees into undocumented migrants - 'illegal migrants' in political and public discourse - and shields EU Member States from their international legal obligations. The article illustrates the effect of EU asylum policy through a case study of a group of young Afghan men in Paris. © 2011 Taylor & Francis.","Afghans; Asylum seekers; Dublin II; Eurodac; France; Greece","Asian immigrant; asylum seeker; European Union; illegal immigrant; immigration policy; international migration; refugee; County Dublin; Dublin [County Dublin]; France; Greece; Ile de France; Ireland; Leinster; Paris; Ville de Paris","Schuster, L.; Department of Sociology, Northampton Square, London EC1V 0HB, United Kingdom; email: l.schuster@city.ac.uk",,,01419870,,,,"English","Ethn. Racial Stud.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-79960575611
"Schuster L.","7004083883;","Dublin II and Eurodac: Examining the (un)intended(?) consequences [Dublín II y eurodac: Examinando las (in)intencionadas(¿?) consecuencias]",2011,"Gender, Place and Culture","18","3",,"401","416",,54,"10.1080/0966369X.2011.566387","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957529789&doi=10.1080%2f0966369X.2011.566387&partnerID=40&md5=a21c74e58b5814029804c0cc8a3504ac","Department of Sociology, City University, London, United Kingdom","Schuster, L., Department of Sociology, City University, London, United Kingdom","Although the numbers of asylum seekers in Europe is decreasing, the asylum policy of most European Union member states (EU MS) continues to be driven by a fear of a potential increase. As a result, EU MS refuse to address the growing numbers of people caught between Eurodac and Dublin II. These includes the many thousands who transit Greece and Spain, where in theory they should claim asylum, but where in reality they have little chance of being able to make a claim, and almost no chance of having it examined properly, much less being actually granted asylum. This article argues that the concern of EU MS is actually to reduce the number of those able to apply for asylum to an absolute minimum, rather than ensuring access to this status to anyone who might need it. Focusing on the 'waiting' of young Afghan men in Paris, this article seeks to show the daily suffering inflicted in pursuit of this policy goal. © 2011 Taylor & Francis.","Afghan asylum seekers; EU asylum policy; France; Greece","Asian immigrant; asylum seeker; European Union; migration; France; Greece; Ile de France; Paris; Spain; Ville de Paris","Schuster, L.; Department of Sociology, , London, United Kingdom; email: l.schuster@city.ac.uk",,,0966369X,,,,"English; Spanish","Gender Place Cult.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-79957529789
"Liu Y.","54401291900;","Scenario study of biometric systems at borders",2011,"Computer Law and Security Review","27","1",,"36","44",,3,"10.1016/j.clsr.2010.11.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79551563264&doi=10.1016%2fj.clsr.2010.11.006&partnerID=40&md5=0ced5ebe7566d60872c1fab763961c60","Norwegian Research Center for Computers and Law, Faculty of Law, University of Oslo, Norway","Liu, Y., Norwegian Research Center for Computers and Law, Faculty of Law, University of Oslo, Norway","This paper examines and compares the existing privacy instruments of VIS and US-VISIT systems in addressing the specific legal issues and challenging the privacy-invasive behaviour in the world of biometrics. A biometric scenario is presented to give a vision of a future society in 5 years from now when biometric technology is more widely used. The objective here is to open up the scope of considering the potential legal risks of the use of biometrics, based upon the present passport and visa application plans in the EU and USA. © 2011 Dr Yue Liu. Published by Elsevier Ltd. All rights reserved.","Biometric systems; Border control; Privacy; RFID; US-VISIT; Visa information system","Biometric systems; Border control; Privacy; RFID; US-VISIT; Visa information system; Cryptography; Information systems; Biometrics","Liu, Y.; Norwegian Research Center for Computers and Law, Norway; email: yuli@jus.uio.no",,,02673649,,CLSRE,,"English","Comput Law Secur. Rev.",Article,"Final","",Scopus,2-s2.0-79551563264
"Zhang X.","56025148300;","Eating the cake too - access for consultation of the visa information system and the uk's partial schengen opt-out",2011,"European Journal of Risk Regulation","2","2",,"291","293",,,"10.1017/S1867299X0000129X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893404402&doi=10.1017%2fS1867299X0000129X&partnerID=40&md5=0e4e9d2d979a79494a250c8312f6fe07","University of Lucerne, Switzerland","Zhang, X., University of Lucerne, Switzerland","Council Decision 2008/633/JHA on access for consultation of the Visa Information System for the purposes of prevention, detection and investigation of terrorist offences and other serious criminal offences must be read as a development of the Schengen acquis and not merely as a measure as to police cooperation, preventing the United Kingdom and Ireland from participating in adopting the measure (author's headnote).",,,"Zhang, X.; University of LucerneSwitzerland",,"Lexxion Verlagsgesellschaft mbH",1867299X,,,,"English","Eur. J. Risk Regul.",Note,"Final","",Scopus,2-s2.0-84893404402
"Hick S., Rahmun F., Hammerschmidt E.","23088464100;55598377300;15044239800;","Visa applications in tg biometrics for public sector applications",2011,"ISSE 2010 - Securing Electronic Business Processes: Highlights of the Information Security Solutions Europe 2010 Conference",,,,"315","322",,,"10.1007/978-3-8348-9788-6_30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883725404&doi=10.1007%2f978-3-8348-9788-6_30&partnerID=40&md5=4e9712e1cd844e8430dd62d3ebfb7929","Secunet Security Networks AG, Kronprinzenstrasse 30, 45128 Essen, Germany; Bundesverwaltungsamt, 50735 Koln, Germany","Hick, S., Secunet Security Networks AG, Kronprinzenstrasse 30, 45128 Essen, Germany; Rahmun, F., Bundesverwaltungsamt, 50735 Koln, Germany; Hammerschmidt, E., Secunet Security Networks AG, Kronprinzenstrasse 30, 45128 Essen, Germany","The application, issuance and usage of modern electronic identity documents that are connected to bio-metric data is only possible after a complex process of requirements and regulations has been carried out together with the establishment of a respective infrastructure. Although different governmental elD documents are connected to various requirements, the structure and approach of the modus operandi is quite similar. Therefore, synergistic effects can be used to represent the processes connected to these documents. In Germany, the Federal Office for Information Security has published a Technical Guideline ""Biometrics for Public Sector Applications"" that encloses requirements, recommendations, and best practices to design processes for the handling of the afore described documents within the context of biometrics. Not only electronic documents but also different applications have to be considered. As a result, a number of Application Profiles have been provided covering these circumstances. The description is based on experiences that were gained in several projects: e.g. the introduction of electronic passports in 2005, the preparation of new electronic national identity cards in Germany, and the experiences gained in the European BioDEV II pilot project for Visa which has been carried out to prepare the central European Visa Information System. © Vieweg+Teubner Verlag | Springer Fachmedien Wiesbaden GmbH 2011.",,"Biometrics; Security of data; Complex Processes; Electronic document; Electronic identity; Electronic passports; Public sector applications; Synergistic effect; Technical guidelines; Visa information systems; Electronics industry",,,"Vieweg and Teubner Verlag",,9783834814388,,,"English","ISSE - Secur. Electron. Bus. Process.: Highlights Inf. Secur. Solutions Europe Conf.",Conference Paper,"Final","",Scopus,2-s2.0-84883725404
"Knaut A.","36482998200;","Border control and automated biometric identification systems [Kontrollpolitische automatisierung der personenidentifizierung an den grenzen]",2010,"Kriminologisches Journal","42","3",,"167","180",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956657470&partnerID=40&md5=604cb3aca6f22f1728b8119a3d54e752","Institut für Informatik, Humboldt-Universität zu Berlin, Unter den Linden 6, 10099 Berlin, Germany","Knaut, A., Institut für Informatik, Humboldt-Universität zu Berlin, Unter den Linden 6, 10099 Berlin, Germany","EURODAC, which stands for ""European dactylographic system"", is an automated fingerprint identification system that was established in 2002 and began operating in 2003. However, despite hundreds of thousands of fingerprints being processed through this system each year, Eurodac has received only very little media attention. In Europe, much of the public debate about the use of biometric technologies for the purpose of automated personal identification is centered on the gradual introduction of new biometric passports. To view biometric systems as "" black boxes "" leads to erroneous conclusions about their effectiveness, both from a technophobic and a technophile point of view. Rather, on a technical, socio-economic and historical level, they should be understood as complex systems that integrate smaller computer systems which are being sold to state and private actors by different manufacturers. The use of biometric identification systems at national borders can be seen as being part of communicative processes in the negotiation of access to resources and power. And the technology itself is a disputatious actor not least because of its unavoidable measurement errors (though categorizable) and unpredictable interactions with human actors. Thus, political responsibility for who is and who is not granted access cannot simply be devolved unto biometric systems as allegedly infallible and unambiguous technical authorities.","Automation of border crossings; Biometric border control; Biometric identification; Biometric identity; Biometrics; Identity check; Identity control; Technology assessment",,"Knaut, A.; Institut für Informatik, Unter den Linden 6, 10099 Berlin, Germany; email: knaut@informatik.hu-berlin.de",,,03411966,,,,"German","Kriminol. J.",Article,"Final","",Scopus,2-s2.0-77956657470
"Loumos V., Christonakis G., Mpardis G., Tziova P.","35498858500;36238854100;23005224900;36239459800;","Change management and quality of service through business process modeling: The N-VIS, a public sector project",2010,"ITNG2010 - 7th International Conference on Information Technology: New Generations",,,"5501572","1300","1303",,,"10.1109/ITNG.2010.71","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955298562&doi=10.1109%2fITNG.2010.71&partnerID=40&md5=5aa39751851b48aa361fd81165fe0163","National Technical University of Athens, Athens, Greece; Ministry of Foreign Affairs, Athens, Greece","Loumos, V., National Technical University of Athens, Athens, Greece; Christonakis, G., Ministry of Foreign Affairs, Athens, Greece; Mpardis, G., National Technical University of Athens, Athens, Greece; Tziova, P., Ministry of Foreign Affairs, Athens, Greece","Outsourcing in the Public sector has become common practice in the United States and is spreading rapidly in the European Union. When Information & Communication Technologies (ICT) are involved, outsourcing becomes rather complex. In such cases, a clear definition of the processes to be implemented and a quality assurance monitoring system are crucial factors for success. In addition, globalization, world level financial instability and the need to adjust to evolving standards and requirements, compel Governments and Public Organizations to become more adaptable and to handle changes efficiently. This last constraint has a direct impact on the design of ICT systems; Business Process Modeling becomes mandatory as the most appropriate change management mechanism. In this paper, a new methodology is presented based on Business Process Modeling. Once the model is completed, the relative program code of the final system is produced. In addition to this system, an end-to-end monitoring platform is developed to continuously search, identify and assess technical and human deficiencies. This goal is achieved by following-up the quantitative and qualitative characteristics of the processes, through the creation and management of adequate Key Performance Indicators (KPIs). Once the technical problems are suitably addressed, the focus moves to human skills and competency. In this case, clearly defined training needs can be covered adequately and the system can be used optimally. This new methodology has already been tested successfully on a simple Bank application, a short description of which is included in this paper. The next step is to apply the methodology on N-VIS, the Greek National Visa Information System that is responsible for the exchange of visa application data between the Greek Authorities and the Schengen Member States. © 2010 IEEE.","BPEL; BPMN; KPI; Visa","Application data; Business process modeling; Change management; Communication technologies; Direct impact; End-to-end monitoring; European Union; Human skills; Key performance indicators; Member state; Monitoring system; Program code; Public organizations; Public sector; Public-sector projects; Technical problem; Visa information systems; Information technology; Machine design; Outsourcing; Quality assurance; Quality control; Quality of service; Total quality management; Benchmarking","Loumos, V.; National Technical University of Athens, Athens, Greece; email: loumos@cs.ntua.gr",,,,9780769539843,,,"English","ITNG - Int. Conf. Inf. Technol.: New Generations",Conference Paper,"Final","",Scopus,2-s2.0-77955298562
"Besters M., Brom F.W.A.","36634029500;6603118585;","'Greedy' information technology: The digitalization of the European migration policy",2010,"European Journal of Migration and Law","12","4",,"455","470",,22,"10.1163/157181610X535782","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649298081&doi=10.1163%2f157181610X535782&partnerID=40&md5=7dc4e76a977856f44a42bdc8a2600f53","Technology Assessment Department, Rathenau Institute, The Hague, Netherlands; Department of Philosophy, School of Humanities, Tilburg University, Netherlands; Ethics Institute, Utrecht University, Netherlands","Besters, M., Technology Assessment Department, Rathenau Institute, The Hague, Netherlands, Department of Philosophy, School of Humanities, Tilburg University, Netherlands; Brom, F.W.A., Technology Assessment Department, Rathenau Institute, The Hague, Netherlands, Ethics Institute, Utrecht University, Netherlands","European borders are being transformed into digital borders. The ambition behind the European information systems - like the Schengen Information System and Eurodac - is to establish a single Union information system to control the flux of migrants. We show that in this process information technology is not a neutral tool to reach established goals but that it is 'greedy'. This greediness indicates the distorting potential of information technology regarding the means-end logic. Our analysis suggests that the European migration policy is stuck in a 'digital fix', i.e. a technological fix focusing on ICT. We identify three political issues concerning greedy information technology within the context of the European migration policy. The first issue concerns the democratic control on information systems. The second issue discusses the weak legal position of immigrants. The third issue inquires into the effectiveness of information systems as a policy instrument. © Koninklijke Brill NV, Leiden, 2010.","digital borders; European migration policy; illegal immigrants; information technology; Schengen information system",,"Besters, M.; Technology Assessment Department, , The Hague, Netherlands",,,1388364X,,,,"English","Eur. J. Migr. Law",Article,"Final","",Scopus,2-s2.0-78649298081
"Berglund E., Karbauskaite R.","57197542962;15759405200;","Frontex perspectives on biometrics for border checks",2008,"Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI)",,,,"107","115",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873930693&partnerID=40&md5=c03cf594643949fd16b51a8199e51c5f","Frontex, Rondo ONZ 1, 00-124 Warsaw, Poland","Berglund, E., Frontex, Rondo ONZ 1, 00-124 Warsaw, Poland; Karbauskaite, R., Frontex, Rondo ONZ 1, 00-124 Warsaw, Poland","The European Union is developing new concepts for border management. Biometrics is seen is a key technology to facilitate more secure and convenient border management. Biometric information in the form of the facial image is already stored in the electronic passports, and from 2009 fingerprints will also be stored. Also from 2009, biometrics will be introduced in the Visa Information System (VIS). The VIS will store facial images and fingerprints of all visa applicants and a check against the stored data will be performed at the border crossing. The use of biometrics makes the concept of automated border crossing feasible. Frontex has studied such systems and found them to perform well. There are, however, several design issues that need to be addressed to make the systems more user friendly.",,"Biometric informations; Border crossings; Design issues; Electronic passports; European union; Facial images; Key technologies; User friendly; Visa information systems; Biometrics","Berglund, E.; Frontex, Rondo ONZ 1, 00-124 Warsaw, Poland; email: erik.berglund@frontex.europa.eu",,,16175468,9783885792314,,,"English","Lect. Notes Informatics (LNI), Proc. - Series Ges. Inform. (GI)",Conference Paper,"Final","",Scopus,2-s2.0-84873930693
