Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Freitas P.M.F., Gonçalves N.","56453988700;56566264300;","Illegal access to information systems and the Directive 2013/40/EU",2015,"International Review of Law, Computers and Technology","29","1",,"50","62",,2,"10.1080/13600869.2015.1016278","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929026206&doi=10.1080%2f13600869.2015.1016278&partnerID=40&md5=e5d30609b5370dd94b8cd0c832fa92c0","Law School, University of Minho, Braga, Portugal","Freitas, P.M.F., Law School, University of Minho, Braga, Portugal; Gonçalves, N., Law School, University of Minho, Braga, Portugal","Directive 2013/40/EU of the European Parliament and of the Council of 12 August 2013, on attacks against information systems, came into force on 3 September 2013, replacing Council Framework Decision 2005/222/JHA. It maintains existing offences and criminalizes new activities such as illegal interception and the usage of certain tools for committing offences. The offence that is the focus of this article – illegal access to information systems – is set out in Article 3. It represents a change from the wording of Art 2 (2) of the Framework Decision 2005/222/JHA in that under Art 3 of the Directive the incrimination of illegal access to information systems now depends upon whether such access infringes a security measure. This paper provides an overview of the impetus for the introduction of cybercrime laws and analysis of the key provisions of the Directive before exploring whether the wording of Art 3 is a sensible legislative approach. © 2015, © 2015 Taylor & Francis.","cybercrime; illegal access to information systems; security measures",,"Freitas, P.M.F.; Law School, University of MinhoPortugal",,"Routledge",13600869,,,,"English","Int. Rev. Law Comput. Technol.",Article,"Final","",Scopus,2-s2.0-84929026206
"Vavoula N.","56724218500;","The recast eurodac regulation: Are asylum seekers treated as suspected criminals?",2015,"Seeking Asylum in the European Union: Selected Protection Issues Raised by the Second Phase of the Common European Asylum System","4",,,"247","273",,4,"10.1163/9789004290167_009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937159927&doi=10.1163%2f9789004290167_009&partnerID=40&md5=1ca509c6484d43234b2c7bb3532f6746","Athens Bar Association, United Kingdom","Vavoula, N., Athens Bar Association, United Kingdom",[No abstract available],,,"Vavoula, N.; Athens Bar AssociationUnited Kingdom",,"Brill",,9789004290167; 9789004290150,,,"English","Seek. Asylum in the Eur. Union: Sel. Prot. Issues Rais. by the Second Phase of the Common Eur. Asylum Syst.",Book Chapter,"Final","",Scopus,2-s2.0-84937159927
"Bauloz C., Ineli-Ciger M., Singer S., Stoyanova V.","56464309500;56724197200;55311989400;55293283300;","Seeking asylum in the European Union: Selected protection issues raised by the second phase of the common European asylum system",2015,"Seeking Asylum in the European Union: Selected Protection Issues Raised by the Second Phase of the Common European Asylum System","4",,,"1","297",,3,"10.1163/9789004290167","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937136360&doi=10.1163%2f9789004290167&partnerID=40&md5=e04e2fe50d8314356d8958c43a1c4a46","National Centre of Competence in Research, The Migration-Mobility Nexus, Switzerland; University of Bristol Law School, United Kingdom; School of Advanced Study, University of London, United Kingdom; Lund University, Sweden","Bauloz, C., National Centre of Competence in Research, The Migration-Mobility Nexus, Switzerland; Ineli-Ciger, M., University of Bristol Law School, United Kingdom; Singer, S., School of Advanced Study, University of London, United Kingdom; Stoyanova, V., Lund University, Sweden","Seeking Asylum in the European Union provides critical analyses of selected problems that scholars and policy-makers will have to address in the 'second phase' of the Common European Asylum System: the comprehensive recast of European asylum legislation completed in 2013. With a foreword by Professor Hélène Lambert. © 2015 by Koninklijke Brill nv, Leiden, The Netherlands. All rights reserved.","EURODAC; Mass influx; Trafficking",,"Bauloz, C.; National Centre of Competence in Research, The Migration-Mobility NexusSwitzerland",,"Brill",,9789004290167; 9789004290150,,,"English","Seek. Asylum in the Eur. Union: Sel. Prot. Issues Rais. by the Second Phase of the Common Eur. Asylum Syst.",Book,"Final","",Scopus,2-s2.0-84937136360
"Roots L.","56667479200;","The new EURODAC regulation: Fingerprints as a source of informal discrimination",2015,"Baltic Journal of European Studies","5","2",,"108","129",,1,"10.1515/bjes-2015-0016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959045919&doi=10.1515%2fbjes-2015-0016&partnerID=40&md5=9ab6f984d92f693eb1498a0c290b4cda","Tallinn Law School, Tallinn University of Technology, Akadeemia tee 3, Tallinn, 12618, Estonia","Roots, L., Tallinn Law School, Tallinn University of Technology, Akadeemia tee 3, Tallinn, 12618, Estonia","The EURODAC Regulation establishes the database of the fingerprints of asylum seekers. In 2015, the new EURODAC Regulation came in force and some basic concepts that were not in the previous regulation have been changed. The article analyzes the responses to the new EURODAC Regulation from UNHCR and the Commission and the threats that this new regulation is creating. This article aims to find out whether the changes introduced in the new EURODAC will bring potential discrimination concerns and whether asylum seekers are treated as potential criminals and therefore causing stigmatization of those groups of people in society. The article gives an overview of the EURODAC database, fingerprinting and biometric systems, and comparison of old and new EURODAC regulation. The full assessment of the application of the regulation can be done after it has been in force for some time.","Asylum seekers; Biometric systems; Database; Dublin regulation; EU regulation 604/2013; EURODAC; Fingerprints",,"Roots, L.; Tallinn Law School, Akadeemia tee 3, Estonia; email: lehte.roots@ttu.ee",,"De Gruyter Open Ltd",22280588,,,,"English","Baltic J. Eur. Stud.",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-84959045919
"Orrù E.","54397457300;","Surveillance and power in the EU [Sorveglianza e potere nella Unione europea]",2015,"Filosofia Politica","6","3",,"459","474",,,"10.1416/81386","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949203833&doi=10.1416%2f81386&partnerID=40&md5=6cc2569d5fc291229408f16ade6689ce","Centre for Security and Society / Husserl-Archiv, Albert-Ludwigs-Universität, Freiburg, Postfach 117, Freiburg, D-79098, Germany","Orrù, E., Centre for Security and Society / Husserl-Archiv, Albert-Ludwigs-Universität, Freiburg, Postfach 117, Freiburg, D-79098, Germany","Surveillance, understood as the collection of information about populations for supervision purposes, is a critical technique of social control. As such, it can reveal important features of the power that exercises it. The article analyses two contemporary surveillance measures in Europe: the Schengen Information System and the Directive 2006/24/EC on data retention. The analysis aims to identify the structural characteristics of the changing power of the EU and the role security plays in it. The main thesis is that security is a key element of the legitimacy claim of the expanding power of the EU. © 2015 Società editrice Il Mulino.","European Union; Legitimacy; Power; Surveillance",,"Orrù, E.; Centre for Security and Society / Husserl-Archiv, Postfach 117, Germany; email: elisa.orru@philosophie.uni-freiburg.de",,"Societa Editrice il Mulino",03947297,,,,"Italian","Filos. Polit.",Article,"Final","",Scopus,2-s2.0-84949203833
"König M.","57210705811;","The borders, they are a-changin'! the emergence of socio-digital borders in the eu",2016,"Internet Policy Review","5","1",,"","",,2,"10.14763/2016.1.403","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071255775&doi=10.14763%2f2016.1.403&partnerID=40&md5=1fe8a0b010cb1afe4b317c1d0ce0d3ff","Maastricht University, Netherlands","König, M., Maastricht University, Netherlands","Relying on big data, modern surveillance becomes increasingly influential in determining societal power relations. Lyon argues that modern surveillance always categorises people entailing social effects, what he conceptualises as social sorting. This paper assesses if patterns of social sorting can be found in the EU surveillance systems for migration Schengen Information System (SIS), Visa Information System (VIS) and EUROpean DACtylographic comparison system (EURODAC), which are planned to be merged in order to ensure maximum efficiency in surveillance. To do so, the paper analyses relevant documents referring to SIS, VIS and EURODAC. These systems have assumed the traditional border function of deciding on societal inclusion and exclusion. I argue that, to some extent, socio-digital borders are drawn along the categories established through social sorting. The paper exemplifies how social sorting relying on big data may be a disempowering surveillance practice. © 2016, Alexander von Humboldt Institute for Internet and Society. All rights reserved.","Big data; Borders; Social sorting",,"König, M.; Maastricht UniversityNetherlands",,"Alexander von Humboldt Institute for Internet and Society",21976775,,,,"English","Internet Policy Rev.",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85071255775
"Kuster B., Tsianos V.S.","57189867564;36199134000;","How to liquefy a body on the move: Eurodac and the making of the European digital border",2016,"EU Borders and Shifting Internal Security: Technology, Externalization and Accountability",,,,"45","63",,8,"10.1007/978-3-319-17560-7_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006835863&doi=10.1007%2f978-3-319-17560-7_3&partnerID=40&md5=e409c21cdc6455822e881425151ba15c","Berlin, Germany; University of Applied Sciences Kiel, Sokratesplatz 1, Kiel, 24149, Germany","Kuster, B., Berlin, Germany; Tsianos, V.S., University of Applied Sciences Kiel, Sokratesplatz 1, Kiel, 24149, Germany","Using the example of Eurodac our paper concentrates on the digitization of European border controls. Eurodac, an information, communication and control technology operates by means of a European database, in which the fingerprints of asylum seekers and irregular migrants are stored. Eurodac works as a so-called Automated Fingerprint Identification System (AFIS) and is applied within the areas where the rules of the Dublin II regulation are applicable. By using the Eurodac database to reconstruct the one and only responsible Member State per asylum application Dublin II regulates the mobility of non-EU-citizens without a valid visa within the EU. We understand the present paper as an ethnographic contribution to the understanding of the socio-technological emergence of the digital border and the digitization of border conflicts. With recourse to Bruno Latour’s concepts of “blackboxing” and “immutable mobiles” we develop an analysis that allows us to describe some exemplary actor-networks of Eurodac following our multi-sited fieldwork. In this connection, we have localized the current crisis of the Schengen border regime at three different but interconnected spots: From Athens via Igoumenitsa to Bari and from there back and forth into European control centers. © Springer International Publishing Switzerland 2016.","Digital border; Digital deportability; Embodied identity of migration; EurodacEurodac",,"Kuster, B.Germany; email: brigittakuster@snafu.de",,"Springer International Publishing",,9783319175607; 9783319175591,,,"English","EU Borders and Shifting Intern. Security: Technology, Externalization and Account.",Book Chapter,"Final","",Scopus,2-s2.0-85006835863
"Bellanova R., Duez D.","36343448300;55789136600;","The making (sense) of EUROSUR: How to control the sea borders?",2016,"EU Borders and Shifting Internal Security: Technology, Externalization and Accountability",,,,"23","44",,17,"10.1007/978-3-319-17560-7_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006726062&doi=10.1007%2f978-3-319-17560-7_2&partnerID=40&md5=b6a40aef554b772560390ead43cc8477","Peace Research Institute Oslo (PRIO), Hausmanns gate 3, Oslo, 0186, Norway; Université Saint-Louis – Bruxelles, Brussels, Belgium; Institute for European Studies of the Université Saint-Louis – Bruxelles, Boulevard du Jardin botanique, 43, Bruxelles, 1000, Belgium","Bellanova, R., Peace Research Institute Oslo (PRIO), Hausmanns gate 3, Oslo, 0186, Norway, Université Saint-Louis – Bruxelles, Brussels, Belgium; Duez, D., Institute for European Studies of the Université Saint-Louis – Bruxelles, Boulevard du Jardin botanique, 43, Bruxelles, 1000, Belgium","The EUROSUR system is supposed to further the surveillance of external borders of European Union Member States. From this point of view, it can be considered an important step in the construction of a controlled space. Drawing inspiration from the Foucauldian attention to programs and technologies, and mobilizing the Actor-Network-Theory concepts of setting and actant, the paper investigates EUROSUR main methodological operations. It highlights how the making of a controlled space is, first and foremost, a mise-en-discours going well beyond surveillance and prohibition: a continuous effort to make sense of a disparate multiplicity, encompassing both human and nonhuman elements, both controlled and controlling ones. From a theoretical perspective, the chapter contributes to on-going endeavors to reinvigorate the post-structuralist studies of International Relations with approaches inspired by Actor-Network-Theory. © Springer International Publishing Switzerland 2016.","Digital border; Digital deportability; Embodied identity of migration; Eurodac; Keywords",,"Bellanova, R.; Peace Research Institute Oslo (PRIO), Hausmanns gate 3, Norway",,"Springer International Publishing",,9783319175607; 9783319175591,,,"English","EU Borders and Shifting Intern. Security: Technology, Externalization and Account.",Book Chapter,"Final","",Scopus,2-s2.0-85006726062
"Bianco S.L.","57194073463;","Deliberating justice policy in the European Union: A discursive perspective on day-to-day decision-making in European Union’s criminal justice cooperation",2016,"European Politics and Society","17","2",,"150","165",,1,"10.1080/23745118.2016.1120992","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84968645199&doi=10.1080%2f23745118.2016.1120992&partnerID=40&md5=d46052aeff9963779a4af4f62592a368","Faculty of Public Management, Law and Security, The Hague University, The Hague, Netherlands","Bianco, S.L., Faculty of Public Management, Law and Security, The Hague University, The Hague, Netherlands","This paper argues that the adoption of new policy instruments of the European Union (EU) also emanate from everyday decision-making. Changes in EU policies are not only the consequences of ‘grand moments’ of treaty and institutional changes. In order to identify and explain changes in everyday decision-making, one should complement the traditional strategic bargaining perspective on decision-making with a constructivist view on discourse or language as sources of change. With the insights of both constructivists and communication theorists, this study focuses on the identification of conditions and occurrences of deliberation in the daily running of decision-making in the EU that allow for changes facilitating the adoption of new policy instruments. In this light a study of two cases will be presented of which each has taken place in a different institutional setting. The main analysis of this study is on the drafting process of the Framework Decision on the European Evidence Warrant of 2008. The findings of this analysis will be compared to findings of another analysis. It concerns the negotiations on the Council Decision of 2008 regarding access for consultation of the Visa Information System by law enforcement authorities. Analysis of both cases learned that in certain circumstances instances of deliberation and ensuing progress towards a more reasoned understanding actually occurred. © 2016 Taylor & Francis.","Constructivism; EU criminal justice; EU justice and home affairs; European Evidence Warrant; Visa Information System",,"Bianco, S.L.; Faculty of Public Management, Netherlands; email: s.lobianco@hhs.nl",,"Routledge",23745118,,,,"English","Eur. Pol. Soc.",Article,"Final","",Scopus,2-s2.0-84968645199
"Tsianos V.S., Kuster B.","36199134000;57189867564;","Eurodac in Times of Bigness: The Power of Big Data within the Emerging European IT Agency",2016,"Journal of Borderlands Studies","31","2",,"235","249",,11,"10.1080/08865655.2016.1174606","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975454486&doi=10.1080%2f08865655.2016.1174606&partnerID=40&md5=399e93dab358dad70096e92202da82b3","Universität Hamburg, Fakultät Wirtschafts- und Sozialwissenschaften, Fachbereich Sozialwissenschaften, Programmbereich Soziologie, Germany; Artist & Independent Researcher, Berlin, Germany","Tsianos, V.S., Universität Hamburg, Fakultät Wirtschafts- und Sozialwissenschaften, Fachbereich Sozialwissenschaften, Programmbereich Soziologie, Germany; Kuster, B., Artist & Independent Researcher, Berlin, Germany","Private and government sectors are operating hand in hand for biometric identity assurance solutions to meet security requirements at borders, for elections or for the private sector. Our paper will explore Eurodac, a large biometric information database concerning asylum applications and irregular border crossings, as part of the emerging European Big Data Economy. Drawing on the concept of the digital border and of the surveillance assemblage (Haggerty, Kevin D., and Richard V. Ericson. 2000. The Surveillant Assemblage. British Journal of Sociology 51, no. 4: 605–22) we understand Eurodac not only as a technological border but as inflected by social, symbolic, organizational and juridical cultures, practices, and imaginaries that are beyond the literal realm of the electronic space. Our paper investigates the dynamics of big data in the context of the integration of Eurodac within the larger framework of the European Agency for the operational management of large-scale IT systems in the area freedom, security and justice (EU-LISA). EU-LISA is the operational platform of three large-scale European databases with regards to foreigners and their mobility within and towards Europe, namely Eurodac, the Schengen Information System (SIS II) and the Visa Information System (VIS). This paper tries to outline some of the problems brought about when processing big amounts of data for the purpose of European immigration and identification policies. © 2016 Association for Borderlands Studies.",,,"Tsianos, V.S.; University of Applied Sciences Kiel, Sokratesplatz 1, Germany; email: Vassilis.Tsianos@FH-Kiel.de",,"Routledge",08865655,,,,"English","J. Borderl. Stud.",Article,"Final","",Scopus,2-s2.0-84975454486
"Ceyhan A.","6701378182;","Policing by dossier: Identification and surveillance in an era of uncertainty and fear",2017,"Controlling Frontiers: Free Movement Into and Within Europe",,,,"209","232",,5,"10.4324/9781315259321-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082273333&doi=10.4324%2f9781315259321-7&partnerID=40&md5=e6e1bfe29c8277d714f1d9a518c0eb5e","University of Paris, France","Ceyhan, A., University of Paris, France","Governments affirm that the underlying idea is to modernize the cumbersome bureaucracy by making it easy to obtain personal information through nationwide databases. This chapter analyzes the appetite for identification and identity in the context of a post-bipolar, post-Westphalian and globalized world. It examines how it is intrinsically related to the transformations of security preoccupations and to the perceptions of the enemy in the new context as well as to the fear of the unknown and uncertainty. Schengen Information System (SIS) is a computerized information system on persons, stolen vehicles, and objects for the use of border control authorities, customs, and national police. It relies on increased policing behind borders and extensive cross-border police cooperation between Schengen members. The chapter asserts that the enhanced development of identification and surveillance technologies leads to the creation of what Laudon calls a ""dossier society"". It concludes by stressing the shift to a new form of surveillance generated by these transformations. © Didier Bigo and Elspeth Guild 2005.",,,"Ceyhan, A.; University of ParisFrance; email: ayseceyhan@hotmail.com",,"Taylor and Francis",,9781351948715; 9780754630111,,,"English","Controlling Frontiers: Free Movement Into and Within Europe",Book Chapter,"Final","",Scopus,2-s2.0-85082273333
"Maltseva Ju.","57200070580;","Reforming the common European Asylum system",2017,"Sovremennaya Evropa","76","4",,"121","129",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039038245&partnerID=40&md5=4e57ef06a3ef9b2397a35746a3c0c089","Department of International and European Law, Immanuel Kant Baltic Federal University, 14, A. Nevsky st, Kaliningrad, 236041, Russian Federation","Maltseva, Ju., Department of International and European Law, Immanuel Kant Baltic Federal University, 14, A. Nevsky st, Kaliningrad, 236041, Russian Federation","The article examines two packages of legislative proposals which were submitted to the European Parliament and the Council on 4 May and 13 July 2016 in order to reform the Common European Asylum System (CEAS). The main purpose of the article is to analyze and evaluate the key changes prepared by the European Commission. The author offers a brief overview of the seven bills covering various issues related to migration: the Dublin procedure, the Eurodac system, the EU Agency for asylum, reception conditions and the procedure for granting international protection, the qualification of third-country nationals or stateless persons as beneficiaries of international protection, as well as a Union Resettlement Framework. The author comes to the conclusion that it will be extremely difficult for the EU to reach unanimity because of the divergent views on the migration problem's solution.","Common European Asylum System; European Union; Immigrants; International protection; Reform",,"Maltseva, Ju.; Department of International and European Law, 14, A. Nevsky st, Russian Federation; email: juliamalceva1992@gmail.com",,"Institute of Europe Russian Academy of Sciences",02017083,,,,"Russian","Sovrem. Evr.",Article,"Final","",Scopus,2-s2.0-85039038245
"Tamás E.","6507109776;","Statistical, demographic and spatial characteristics of cross-border commuting in Hungary [A külföldre ingázás statisztikai, demográfiai és területi jellemzoi Magyarországon]",2017,"Teruleti Statisztika","57","4",,"385","405",,9,"10.15196/TS570403","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033480362&doi=10.15196%2fTS570403&partnerID=40&md5=f43b58be83bd39d1d83438276a2e5a9f","MTA CSFK, Földrajztudományi Intézet, Hungary","Tamás, E., MTA CSFK, Földrajztudományi Intézet, Hungary","After the change of regime in 1989 the intensity, type and geographic pattern of commuting significantly changed in Hungary. The state socialist Fordist type of commuting was gradually replaced by a new, post- Fordist structural type of commuting. An important element of the economic transition was the emerging of cross-border commuting, which became increasingly preferred after accession to the European Union and the Schengen area. Although the extent of cross-border commuting in terms of absolute numbers is negligable in Hungary, the growth trend its significant. The major spatial and demographic characteristics of daily commuting through the Austrian- Hungarian-Slovakian border is presented in a case study based on relevant statistical database. Regarding motivations for commuting across the border it can be stated that at the start economic reasons are the driving force, shifting into social reasons as time passes by. The main motivation behind commuting is the income gap on the labour market of the home and the host country. The dominant direction of commuting abroad is the west, and on a daily or weekly basis most people commute to Austria. Accordingly, municipalities strongly affected by crossborder commuting are concentrated next to the north-western and western border of Hungary. In Hungary, 70% of cross border commuters is male and nearly 60% is younger than 40 years of age. Most of them have secondary education with vocational certificate. They predominantly work in tourism, industry and construction industry.","Average salary; Circular mobility; Commuting; Cross-border commuting; Income gap; Labour market",,"Tamás, E.; MTA CSFK, Hungary; email: egedy@gmx.net",,"Hungarian Central Statistical Office",00187828,,,,"Hungarian","Terul. Stat.",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85033480362
"Nunes D.R.","57218766200;","The means of obtaining evidence provided by the Portuguese cybercrime law (Law no. 109/2009 of 15 September 2009)",2018,"Comparative Law Review","24",,,"249","286",,,"10.12775/CLR.2018.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090243029&doi=10.12775%2fCLR.2018.010&partnerID=40&md5=e487337a9881c0a5bc5fcabf5497a284","Centre for Research in Criminal Law and Criminal Sciences and Centre for Legal Research of Cyberspace, Faculty of Law of Lisbon, Portugal","Nunes, D.R., Centre for Research in Criminal Law and Criminal Sciences and Centre for Legal Research of Cyberspace, Faculty of Law of Lisbon, Portugal","The Portuguese legislator has provided, for the first time, in the Portuguese legal system, means of obtaining evidence specific for Cybercrime in Law no. 109/2009, of September 15, in which Framework Decision no. 2005/222/JHA, of the Council of February 24, concerning attacks against information systems and the Convention on Cybercrime of the Council of Europe were transposed to the Portuguese legal system. While the legislator’s options are considered to be mostly correct, there are some critical issues. In the present Article, the legal regime of these means of obtaining of evidence is critically analyzed. © 2018, Nicolaus Copernicus University. All rights reserved.","Computer data; Computer search; Criminal investigation; Cybercrime; Interception of communications –Seizure",,"Nunes, D.R.; Centre for Research in Criminal Law and Criminal Sciences and Centre for Legal Research of Cyberspace, Portugal; email: duarterodriguesnunes@hotmail.com",,"Nicolaus Copernicus University",08669449,,,,"English","Comp. Law Rev.",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85090243029
"Voynikov V.","57200082764;","The legal aspects of the EU visa policy [ПРАВОВЫЕ АСПЕКТЫ ВИЗОВОЙ ПОЛИТИКИ ЕС]",2018,"Sovremennaya Evropa",,"4",,"79","89",,1,"10.15211/soveurope420187989","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063294876&doi=10.15211%2fsoveurope420187989&partnerID=40&md5=b99fe39a49e4089574c7ffa0224f2462","Department of International and European Law, I. Kant Baltic Federal University 14, A. Nevskogo ul., Kaliningrad, 236041, Russian Federation","Voynikov, V., Department of International and European Law, I. Kant Baltic Federal University 14, A. Nevskogo ul., Kaliningrad, 236041, Russian Federation","This article analyzes the EU visa policy taking into account the changes planned in the short term perspective. At the same time, the author focuses on studying the legal framework, as well as the key elements of this policy. Author believes that the system of EU legal acts regulating visa relations should be qualified as EU visa legislation, which is one of the elements of a larger system of legal acts in the field of freedom of movement of persons. The EU visa policy has two key areas: the establishment of a visa / visa-free entry regime; the establishment of the procedure and conditions for issuing short stay visas. The latter area also includes issues related to the functioning of the Visa Information System. Currently, the EU realizes the reform of the visa policy, which covers both its directions. The analysis of the ongoing reform shows that the EU, on the one hand, seeks to strengthen external borders by creating additional control mechanisms, and. on the other hand, as a compensatory measure, creates more comfortable conditions for the entry of frequent and law-abiding travelers. © 2018 Institute of Europe Russian Academy of Sciences. All rights reserved.","EU visa policy; European area of freedom, security and justice; Schengen area; Visa code; Visa Information System",,"Voynikov, V.; Department of International and European Law, A. Nevskogo ul., Russian Federation; email: voinicov@yandex.ru",,"Institute of Europe Russian Academy of Sciences",02017083,,,,"Russian","Sovrem. Evr.",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85063294876
"Glouftsios G.","57197773539;","Governing circulation through technology within EU border security practice-networks",2018,"Mobilities","13","2",,"185","199",,21,"10.1080/17450101.2017.1403774","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034635979&doi=10.1080%2f17450101.2017.1403774&partnerID=40&md5=58ce35f582d415231848d878e523482f","School of History, Anthropology, Philosophy and Politics, Queen’s University Belfast, Belfast, United Kingdom","Glouftsios, G., School of History, Anthropology, Philosophy and Politics, Queen’s University Belfast, Belfast, United Kingdom","In this paper, I critically interrogate efforts to govern circulations of non-EU citizens to and within the Schengen area. I do so by dwelling on the functionalities of information systems used, among other purposes, for border security. My argument is twofold. First, I contend that circulations are governed within nexuses of technologically mediated control practices (practice-networks) performed outside, at the edges of, and inside the Schengen area. Second, I show that information systems, borders, mobile bodies, and security rationales do not remain fixed throughout the process of governing circulations, but emerge, mutate and multiply through their ongoing (re)enactment within practice-networks. © 2017 Informa UK Limited, trading as Taylor & Francis Group.","border security; Circulation; enactment; practice-networks; technology","European Union; political border; regional security; Europe","Glouftsios, G.; School of History, United Kingdom; email: gglouftsios01@qub.ac.uk",,"Routledge",17450101,,,,"English","Mobilities",Article,"Final","",Scopus,2-s2.0-85034635979
"Fragapane S., Minaldi G.","57191570649;57196079513;","Migration policies and digital technologies in Europe: a comparison between Italy and Spain",2018,"Journal of European Integration","40","7",,"905","921",,5,"10.1080/07036337.2018.1482289","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048358993&doi=10.1080%2f07036337.2018.1482289&partnerID=40&md5=2448807c227e11be80aa3bad0a70c2af","University of Enna “Kore”, Enna, Italy","Fragapane, S., University of Enna “Kore”, Enna, Italy; Minaldi, G., University of Enna “Kore”, Enna, Italy","This paper analyses the connection between European migration policies and digital technologies, with a look at the significant changes that have affected the formation and meaning of borders on the continent. Particular attention is paid to the primary digital surveillance systems (SIS II, VIS, EURODAC) in Italy and Spain, importantly ‘Europe’s gatekeepers’ over the last decade. The results of the research contradict the thesis that there is persistence non-compliance with surveillance systems in the Southern European member states, and also highlight important areas of divergence between the two countries’ migration policy pathways. © 2018, © 2018 Informa UK Limited, trading as Taylor & Francis Group.","Communitarization; digital surveillance systems; Italy; southern european migration model; Spain",,"Minaldi, G.; University of Enna “Kore”Italy; email: giancarlo.minaldi@unikore.it",,"Routledge",07036337,,,,"English","J. Eur. Integr.",Article,"Final","",Scopus,2-s2.0-85048358993
"Vavoula N.","56724218500;","Databases for Non-EU nationals and the right to private life: Towards a system of generalised surveillance of movement?",2019,"EU Law in Populist Times: Crises and Prospects",,,,"227","266",,1,"10.1017/9781108755641.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098295865&doi=10.1017%2f9781108755641.009&partnerID=40&md5=e0bd2b88127b5d140410f1d6ca74f5b8","Queen Mary, University of London, United Kingdom","Vavoula, N., Queen Mary, University of London, United Kingdom","The creation of pan-European centralised databases that process the personal data of non-EU citizens is inextricably linked with the emergence of ‘a Europe without internal frontiers’. The story begins in the mid-1980s with the evolution of European integration and the addition of borders to the list of responsibilities shared by the Member States and the EU (then European Community). In parallel, a more limited number of Member States decided to abolish their internal border controls within the framework of the so-called Schengen Agreement and Convention:1 a person allowed to enter the territory of one of the participating countries was automatically permitted to circulate within the Schengen area, without being subjected again to checks at the border. As irregular migrants and criminals were not excluded from free circulation, the dismantlement of internal checks was accompanied by so-called compensatory or flanking measures providing for, among other things, a common set of rules on external borders, short-stay visas and asylum applications.2 With the Treaty of Amsterdam, the law developed under the Schengen Convention, the so-called Schengen acquis, was integrated within EU law.3 At the same time, the EU competence in Justice and Home Affairs (JHA) that had been introduced with the Maastricht Treaty was modified to include the overarching objective of establishing an Area of Freedom, Security and Justice (AFSJ).4 Since then, a substantial corpus of legislation regulating access to, stay in and removal from the Schengen area has been progressively constructed.5 Efforts to control the movement of non-EU nationals within the Schengen area have been coupled with efforts to prevent them from reaching the EU external border,6 thus necessitating action outside the physical border.7 In all of these developments, the growing tendency to associate non-EU nationals with irregular migration and criminality has been critical. Asylum and visa applications, as well as entry and exit procedures, have been instrumentalised for the purpose of the prevention and investigation of crimes, particularly of terrorism.8 More broadly speaking, security considerations have had a major impact in determining the objectives and rules of immigration control instruments.9. © Francesca Bignami 2020.",,,"Vavoula, N.; Queen Mary, United Kingdom",,"Cambridge University Press",,9781108755641; 9781108485081,,,"English","EU Law in Populist Times: Crises and Prospects",Book Chapter,"Final","",Scopus,2-s2.0-85098295865
