Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Loumos V., Christonakis G., Mpardis G., Tziova P.","35498858500;36238854100;23005224900;36239459800;","Change management and quality of service through business process modeling: The N-VIS, a public sector project",2010,"ITNG2010 - 7th International Conference on Information Technology: New Generations",,,"5501572","1300","1303",,,"10.1109/ITNG.2010.71","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955298562&doi=10.1109%2fITNG.2010.71&partnerID=40&md5=5aa39751851b48aa361fd81165fe0163","National Technical University of Athens, Athens, Greece; Ministry of Foreign Affairs, Athens, Greece","Loumos, V., National Technical University of Athens, Athens, Greece; Christonakis, G., Ministry of Foreign Affairs, Athens, Greece; Mpardis, G., National Technical University of Athens, Athens, Greece; Tziova, P., Ministry of Foreign Affairs, Athens, Greece","Outsourcing in the Public sector has become common practice in the United States and is spreading rapidly in the European Union. When Information & Communication Technologies (ICT) are involved, outsourcing becomes rather complex. In such cases, a clear definition of the processes to be implemented and a quality assurance monitoring system are crucial factors for success. In addition, globalization, world level financial instability and the need to adjust to evolving standards and requirements, compel Governments and Public Organizations to become more adaptable and to handle changes efficiently. This last constraint has a direct impact on the design of ICT systems; Business Process Modeling becomes mandatory as the most appropriate change management mechanism. In this paper, a new methodology is presented based on Business Process Modeling. Once the model is completed, the relative program code of the final system is produced. In addition to this system, an end-to-end monitoring platform is developed to continuously search, identify and assess technical and human deficiencies. This goal is achieved by following-up the quantitative and qualitative characteristics of the processes, through the creation and management of adequate Key Performance Indicators (KPIs). Once the technical problems are suitably addressed, the focus moves to human skills and competency. In this case, clearly defined training needs can be covered adequately and the system can be used optimally. This new methodology has already been tested successfully on a simple Bank application, a short description of which is included in this paper. The next step is to apply the methodology on N-VIS, the Greek National Visa Information System that is responsible for the exchange of visa application data between the Greek Authorities and the Schengen Member States. © 2010 IEEE.","BPEL; BPMN; KPI; Visa","Application data; Business process modeling; Change management; Communication technologies; Direct impact; End-to-end monitoring; European Union; Human skills; Key performance indicators; Member state; Monitoring system; Program code; Public organizations; Public sector; Public-sector projects; Technical problem; Visa information systems; Information technology; Machine design; Outsourcing; Quality assurance; Quality control; Quality of service; Total quality management; Benchmarking",,,,,,,,,,,,"Loumos, V.; National Technical University of Athens, Athens, Greece; email: loumos@cs.ntua.gr",,,,9780769539843,,,"English","ITNG - Int. Conf. Inf. Technol.: New Generations",Conference Paper,"Final","",Scopus,2-s2.0-77955298562
"Collyer M.","8303042400;","Stranded migrants and the fragmented journey",2010,"Journal of Refugee Studies","23","3","feq026","273","293",,120,"10.1093/jrs/feq026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956334511&doi=10.1093%2fjrs%2ffeq026&partnerID=40&md5=d2110e2f81323ccf422543e271a5065b","Sussex Centre for Migration Research, University of Sussex, Falmer, Brighton BN1 9SJ, United Kingdom","Collyer, M., Sussex Centre for Migration Research, University of Sussex, Falmer, Brighton BN1 9SJ, United Kingdom","Long and dangerous 'fragmented journeys' have become a common feature of global migration systems. These are more than simple responses to stricter migration controls and are associated with related developments in technology and communications. They are therefore a structural change in migration systems which require a re-examination of the ways in which protection is offered to migrants. This has become an important theme of international discussion since 2005 but the humanitarian situation of international migrants on particular routes remains of concern to aid groups and many in the international community. This paper, based on research in Morocco, considers the protection needs of three groups of 'stranded' migrants: yet to be recognized refugees, previously recognized refugees and those with other protection needs. It examines migration histories to identify reasons why this third group of individuals may be unable or unwilling to return and the nature of humanitarian assistance they require. © The Author 2010. Published by Oxford University Press. All rights reserved.","European union; Forced migration; Morocco; Protection","European Union; forced migration; international migration; structural change; Morocco",,,,,,,,,,,,"Collyer, M.; Sussex Centre for Migration Research, , Falmer, Brighton BN1 9SJ, United Kingdom; email: m.collyer@sussex.ac.uk",,,09516328,,,,"English","J. Refugee Stud.",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-77956334511
"Tholen B.","26028954600;","The changing border: Developments and risks in border control management of western countries",2010,"International Review of Administrative Sciences","76","2",,"259","278",,14,"10.1177/0020852309365673","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954303042&doi=10.1177%2f0020852309365673&partnerID=40&md5=e89fb6852cb38a0cee7337fe204d8dd3","Public Administration Department, Radboud University, Netherlands","Tholen, B., Public Administration Department, Radboud University, Netherlands","In recent decades we have witnessed the development of a new type of migration regulation and border control in Europe, North America and Australia. In this new system of controls, the focus is less on the physical crossing of territorial borders and more on the process as a whole; from airline reservations, ticketing and visa applications to monitoring individuals after arriving in the country of destination. The developing mode of border control encompasses a multiplication of borders, a multiplication of actors and a multiplication of data and technology. The question arises: Does the new form of border management in Western countries bring forward the aims of border control more effectively and does it entail new risks (for visitors/migrants)? In this article I will first outline a normative framework for evaluating current developments in border control, building on studies in political theory and the philosophy of law. I then substantiate my claim that a new type of border control is developing and present an overview of three interconnected multiplications. Next, using findings from empirical and legal studies, (likely) consequences of the multiplications will be presented. Linking these consequences to the normative framework allows us, finally, to point out risks of the currently developing system of border control. Points for practitioners In recent decades Western countries have introduced new measures of border control, including new technologies and new types of agents in new roles. Together, these new measures make for a new type of global border control management. Our evaluation of this development shows that it entails new types of risks, and that these risks are likely to increase if this type of management develops further along the same lines. This analysis calls for a reorientation on instruments of border control leading to a more encompassing type of risk management in this field. © The authors, 2010.","E-government; Evaluation; Implementation; International administration; Networks","administration; government; implementation process; political border; political development; risk assessment; territorial management; Australia; Europe; North America",,,,,,,,,,,,"Tholen, B.; Public Administration Department, Netherlands",,,00208523,,,,"English","Int. Rev. Adm. Sci.",Article,"Final","",Scopus,2-s2.0-77954303042
"O’Neill M.","25028445200;","The Issue of Data Protection and Data Security in the (Pre-Lisbon) EU Third Pillar",2010,"Journal of Contemporary European Research","6","2",,"211","235",,8,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859350694&partnerID=40&md5=d29a50f00ef7dcd8a4e0f57db8a92ccf","University of Abertay Dundee, United Kingdom","O’Neill, M., University of Abertay Dundee, United Kingdom","The key functional operability in the pre-Lisbon PJCCM pillar1 of the EU is the exchange ofintelligence and information amongst the law enforcement bodies of the EU. The twin issues ofdata protection and data security within what was the EU’s third pillar legal framework thereforecome to the fore. With the Lisbon Treaty reform of the EU, and the increased role of the Commissionin PJCCM policy areas, and the integration of the PJCCM provisions with what have traditionallybeen the pillar I activities of Frontex, the opportunity for streamlining the data protection and datasecurity provisions of the law enforcement bodies of the post-Lisbon EU arises. This is recognisedby the Commission in their drafting of an amending regulation for Frontex2, when they say thatthey would prefer “to return to the question of personal data in the context of the overall strategyfor information exchange to be presented later this year and also taking into account the reflectionto be carried out on how to further develop cooperation between agencies in the justice and homeaffairs field as requested by the Stockholm programme.”3 The focus of the literature published onthis topic, has for the most part, been on the data protection provisions in Pillar I, EC. While thefocus of research has recently sifted to the previously Pillar III PJCCM provisions on data protection,4a more focused analysis of the interlocking issues of data protection and data security needs to bemade in the context of the law enforcement bodies, particularly with regard to those which werebased in the pre-Lisbon third pillar. This paper will make a contribution to that debate, arguing thata review of both the data protection and security provision post-Lisbon is required, not only inorder to reinforce individual rights, but also inter-agency operability in combating cross-border EUcrime. The EC’s provisions on data protection, as enshrined by Directive 95/46/EC, do not apply tothe legal frameworks covering developments within the third pillar of the EU. Even CouncilFramework Decision 2008/977/JHA, which is supposed to cover data protection provisions withinPJCCM expressly states that its provisions do not apply to “Europol, Eurojust, the SchengenInformation System (SIS)” or to the Customs Information System (CIS). In addition, the post Treaty ofPrüm provisions covering the sharing of DNA profiles, dactyloscopic data and vehicle registrationdata pursuant to Council Decision 2008/615/JHA, are not to be covered by the provisions of the2008 Framework Decision. As stated by Hijmans and Scirocco, the regime is “best defined as apatchwork of data protection regimes”, with “no legal framework which is stable and unequivocal,like Directive 95/46/EC in the First pillar”.5 Data security issues are also key to the sharing of data in organised crime or counterterrorism situations. This article will critically analyse the current legalframework for data protection and security within the third pillar of the EU. © 2010, Journal of Contemporary European Research. All Rights Reserved.","Data protection; Data security; Eurojust; Europol; PJCCM; Schengen Prüm",,,,,,,,,,,,,,,"University Association for Contemporary European Studies",1815347X,,,,"English","J. Contemp. Eur. Res.",Article,"Final","",Scopus,2-s2.0-84859350694
"Bokan S., Chalaris M., Stavrakakis P., Sarafis P.","6506716101;23988662700;35932605900;35932716600;","Threats posed by cbrn terrorism and the role of the SEDM-CBSE working group in the prevention and response",2010,"Journal of Environmental Protection and Ecology","11","1",,"327","332",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951475619&partnerID=40&md5=4424cff63e846a0d0600da0e50a4a09f","13 Brune Busica Street, HR-10 000 Zagreb, Croatia; Hellenic Fire Corps Headquarters, Direction Health and Safety, 31 Piraeus Street, 10, 553 Athens, Greece; Hellenic National Defense General Staff, CIMIC-SEDMDirectorate, Stratopedo Papagou, 15 500 Holargos Athens, Greece; Athens Naval and Veterans Hospital, Infections Diseases and Tropical Medicine Department, LMU, Munich, Germany; 14 Ap. Ellinon, 15 343 Athens, Greece","Bokan, S., 13 Brune Busica Street, HR-10 000 Zagreb, Croatia; Chalaris, M., Hellenic Fire Corps Headquarters, Direction Health and Safety, 31 Piraeus Street, 10, 553 Athens, Greece; Stavrakakis, P., Hellenic National Defense General Staff, CIMIC-SEDMDirectorate, Stratopedo Papagou, 15 500 Holargos Athens, Greece; Sarafis, P., Athens Naval and Veterans Hospital, Infections Diseases and Tropical Medicine Department, LMU, Munich, Germany, 14 Ap. Ellinon, 15 343 Athens, Greece","The South-Eastern Europe Defence Ministers on December 2001 endorsed the establishment of a Working Group on 'Defence/Military Support to Weapon Mass Destruction (WMD) Counter-Proliferation, Border Security, and Counter-Terrorism' (CBSC) as a result of a decade of changes in South-Eastern Europe (SEE), the terrorist events of Sep. 11 in the USA, and the related NATO process of adaptation to the new security environment, reinforced awareness within the international community of the need for preventing and countering WMD proliferation, strengthening border security, and taking concrete steps to combat and deter international terrorism in all its forms. The changing international security environment and the emergence of asymmetric and non-conventional threats in SEE created the need for a regional approach to develop common plans and strategies through enhancing coordination among the different security agencies. This initiative fully supports current international efforts to promote CBSC in SEE, taking also into account other initiatives in the region sponsored by the UN, EU, NATO and OSCE. Since the establishment of the CBSC WG, the WG members participated in a lot of activities including a number of relevant seminars and conferences organised by SEDM nations, and they also push forward measures to improve transparency and visibility of the WG, by opening up to cooperation with other organisations and processes. The main threat today undoubtedly is CBRN terrorism. International terrorism includes spreading of WMD technology and expertise. WMD information is widely accessible and highly-trained engineers and physicists employed spreading throughout the world. Organised and general international crimes include the smuggling of WMD and related material, dual-use goods and transfers of NBC technologies, equipment, agents and knowledge.","Global proliferation threat; Practical levels of non-proliferation policy; Scientific and technical realities; Threats posed by cbrn terrorism; Treaties and agreements towards cbrn","biological weapon; border region; chemical weapon; environmental legislation; European Union; global perspective; international agreement; international relations; NATO; nuclear weapon; radioactivity; security threat; terrorism; United Nations; weaponry; Europe",,,,,,,,,,,,"Bokan, S.13 Brune Busica Street, HR-10 000 Zagreb, Croatia; email: slavkobokan@hotmail.com",,,13115065,,,,"English","J. Environ. Prot. Ecol.",Article,"Final","",Scopus,2-s2.0-77951475619
"Finnegan P.","35723884400;","Homeland security goes transatlantic",2010,"Aerospace America","48","2",,"18","20",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956257347&partnerID=40&md5=5ec7e414290dbec878cc3804fa5f1e9c",,"Finnegan, P.","The European Defense and aerospace companies are working to build up their homeland security business to capture the large share of market and build a transatlantic business base. France's Safran purchased an 81% stake in General Electric's Homeland Protection business in a $580 million transaction and General Dynamics paid $643 million for Aysys Technologies. Finmeccanica's $3.9 billion acquisitions of DRS Technologies provided the Italian company with important new capabilities in border security and UAV. The $2.5 billion leveraged buyout of Booz Allen Hamilton's government business provided the Carlyle Group with a company whose expertise includes intelligence analysis, operational support, strategy and emergency management. General Dynamics has been building an Integrated Wireless Network to implement inter-operable wireless communications services to support the Departments of Justice, Homeland Security and Treasury.",,,,,,,,,,,,,,"Finnegan, P.",,,0740722X,,AEAME,,"English","Aerosp. Am.",Article,"Final","",Scopus,2-s2.0-77956257347
"Pimenidis E.","25636407200;","Digital identity management",2010,"Handbook of Electronic Security and Digital Forensics",,,,"279","294",,,"10.1142/9789812837042_0015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970979631&doi=10.1142%2f9789812837042_0015&partnerID=40&md5=6e467c1aba8325fb775b092a62e44895","School of Computing, IT and Engineering, University of East London, United Kingdom","Pimenidis, E., School of Computing, IT and Engineering, University of East London, United Kingdom","Organisations are currently managing sensitive information of millions of individuals on an online basis. Increasingly people have little control over their own information and this is the real challenge facing organisations and governments in an era of exponential creation, networking and duplication of data, most of which is identifiable in nature. Traditionally, identity management has been considered as the process of managing information for a person's interaction with an organization's information systems and assets. Nowadays, there is a key fundamental business shift away from the traditional approach in which a user's identity was managed manually on a system-by-system basis. Federated identity management, which supports multiple entities connected within a circle of trust, is one of the major initiatives growing out of Web services that will provide substantial benefits to corporations and consumers. Federated identity management (IDM) refers to the ability to establish trust relationships between various security domains to enable the passing of authentication, authorization and privacy assertions. This is a key aspect of identity management in the context of business-to-business integration, typically when Web services technology is used. The European Union is actively pursuing an interoperable pan-European e-IDM since 2006. Under this initiative, EU governments have agreed to facilitate, as a matter of high priority, the establishment for mutual recognition of national electronic identities for public administration Web sites and services. The key reason for promoting the interoperability of e-identification is the growth of demand for cross-border services, which needs to be met by equivalent crossborder framework of cooperation. Once this initiative reaches a good level of success and an acceptable maturity level, it could possibly prove the model for a worldwide interoperable e-identification system, increasing the efficiency of transactions, and significantly enhancing the effectiveness of border control systems. © 2010 by World Scientific Publishing Co. Pte. Ltd. All rights reserved.",,"Authentication; Electronic document identification systems; Identification (control systems); Interoperability; Knowledge based systems; Public administration; Web services; Websites; Business to business integration; Cross-border services; Digital identity management; Federated identity managements; Identity management; Sensitive informations; Traditional approaches; Web Services technologies; Information management",,,,,,,,,,,,"Pimenidis, E.; School of Computing, United Kingdom",,"World Scientific Publishing Co.",,9789812837042; 9812837035; 9789812837035,,,"English","Handb. of Electronic Security and Digital Forensics",Book Chapter,"Final","",Scopus,2-s2.0-84970979631
"Lavie A.","36640019400;","GuideKeeper security concept of operation",2010,"International Journal of Emergency Management","7","3-4",,"258","268",,,"10.1504/IJEM.2010.037010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649340215&doi=10.1504%2fIJEM.2010.037010&partnerID=40&md5=fcdf94dad7dd606e4f7ad29f978ecf7a","Creative Technologies Israel (CTI), 49 Dagan Street, Jerusalem 93856, Israel","Lavie, A., Creative Technologies Israel (CTI), 49 Dagan Street, Jerusalem 93856, Israel","GuideKeeper aims at defining the Security Concept of Operation (SECOP) and promoting the deployment in Europe of open architecture platforms for the use of Unmanned Aerial Vehicles (UAVs) for border surveillance. Several UAV system concepts will be considered. Of particular interest to the GuideKeeper project will be a High Altitude Platform Security Surveillance Tower (HAP Tower) with real-time constraints to provide prospective options for independent open architecture system for the operation of unmanned (including UAVs) air-to-ground wide area land and sea border surveillance platforms. The SECOP also includes the methods and the tools to be used at existing security-related sites. Main business objectives are: (a) international leadership in the deployment of new platforms and sensors to comply with the SECOP, (b) experience to be gathered with the applicability of methods and tools resulting from other areas and projects in which the consortium members are involved or have knowledge and (c) as end-product of the project an SSA - Strategic SECOP Agenda for Intelligent and Enhancing Border Security will be proposed to the EC. Copyright © 2010 Inderscience Enterprises Ltd.","Control; Guidance; Radar; Security; Surveillance","Antennas; Control engineering; Electronic guidance systems; Monitoring; Radar; Space surveillance; Unmanned aerial vehicles (UAV); Border surveillance; Business objectives; Concept of operations; High altitude platform; Open architecture systems; Real time constraints; Security; Security surveillance; Computer architecture; aircraft; altitude; computer security; information technology; review; sensor; telecommunication",,,,,,,,,,,,"Lavie, A.; Creative Technologies Israel (CTI), 49 Dagan Street, Jerusalem 93856, Israel; email: arlavie@zahav.net.il",,"Inderscience Publishers",14714825,,IJEMB,,"English","Int. J. Emerg. Manage.",Review,"Final","",Scopus,2-s2.0-78649340215
"Besters M., Brom F.W.A.","36634029500;6603118585;","'Greedy' information technology: The digitalization of the European migration policy",2010,"European Journal of Migration and Law","12","4",,"455","470",,22,"10.1163/157181610X535782","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649298081&doi=10.1163%2f157181610X535782&partnerID=40&md5=7dc4e76a977856f44a42bdc8a2600f53","Technology Assessment Department, Rathenau Institute, The Hague, Netherlands; Department of Philosophy, School of Humanities, Tilburg University, Netherlands; Ethics Institute, Utrecht University, Netherlands","Besters, M., Technology Assessment Department, Rathenau Institute, The Hague, Netherlands, Department of Philosophy, School of Humanities, Tilburg University, Netherlands; Brom, F.W.A., Technology Assessment Department, Rathenau Institute, The Hague, Netherlands, Ethics Institute, Utrecht University, Netherlands","European borders are being transformed into digital borders. The ambition behind the European information systems - like the Schengen Information System and Eurodac - is to establish a single Union information system to control the flux of migrants. We show that in this process information technology is not a neutral tool to reach established goals but that it is 'greedy'. This greediness indicates the distorting potential of information technology regarding the means-end logic. Our analysis suggests that the European migration policy is stuck in a 'digital fix', i.e. a technological fix focusing on ICT. We identify three political issues concerning greedy information technology within the context of the European migration policy. The first issue concerns the democratic control on information systems. The second issue discusses the weak legal position of immigrants. The third issue inquires into the effectiveness of information systems as a policy instrument. © Koninklijke Brill NV, Leiden, 2010.","digital borders; European migration policy; illegal immigrants; information technology; Schengen information system",,,,,,,,,,,,,"Besters, M.; Technology Assessment Department, , The Hague, Netherlands",,,1388364X,,,,"English","Eur. J. Migr. Law",Article,"Final","",Scopus,2-s2.0-78649298081
"Stephenne N., Magoni R., Laneve G.","6506067047;55996280600;6603065055;","From real time border monitoring to a permeability model",2009,"Remote Sensing from Space: Supporting International Peace and Security",,,,"239","259",,1,"10.1007/978-1-4020-8484-3_15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891979072&doi=10.1007%2f978-1-4020-8484-3_15&partnerID=40&md5=f7d123256d1be1ee9c370b9d219bff0e","Institute for the Protection and Security of the Citizen, Joint Research Centre, European Commission, Via Fermi 1, 21020 Ispra, (VA), Italy; Centro di Ricerca Progetto San Marco, Università di Roma la Sapienza, Via Salaria 851, 00138 Roma, Italy","Stephenne, N., Institute for the Protection and Security of the Citizen, Joint Research Centre, European Commission, Via Fermi 1, 21020 Ispra, (VA), Italy; Magoni, R., Institute for the Protection and Security of the Citizen, Joint Research Centre, European Commission, Via Fermi 1, 21020 Ispra, (VA), Italy; Laneve, G., Centro di Ricerca Progetto San Marco, Università di Roma la Sapienza, Via Salaria 851, 00138 Roma, Italy","International migration has risen to the top of the global policy agenda (GCIM 2005). This paper assesses the potential use of satellite imagery to monitor flows of people across borders. The objective of this ""border monitoring"" assessment is to contribute to the development of scenarios on potential future migration through land borders and to develop recommendations for border management. This study begins with an assessment of statistical and earth observation information datasets to monitor border crossing in real time. Due to the unavailability of relevant data, this study evolved towards an indirect definition of migrants' likelihood to cross the border (the border permeability). The permeability model combines earth observation and geo-spatial technologies with formal decision theory to assess the likelihood that a border area may be crossed by an illegal migrant, based on a presumed cost/opportunity behavioural strategy. Two preliminary permeability models were developed on two different areas, the EU-25 land border and the Central African region. The resulting permeability maps help in the overall understanding of illegal migration patterns. In the border monitoring process, they help to identify high permeability areas where change detection analysis can be carried out using medium resolution satellite imagery. © 2009 Springer Science+Business Media B.V.","geographical information system; Illegal migration; multi-criteria model; remote sensing; statistics",,,,,,,,,,,,,"Stephenne, N.; Institute for the Protection and Security of the Citizen, Via Fermi 1, 21020 Ispra, (VA), Italy; email: nathalie.stephenne@jrc.it",,"Springer Netherlands",,9781402084836,,,"English","Remote Sens. from Sp.: Support. Intl. Peace and Secty.",Book Chapter,"Final","",Scopus,2-s2.0-84891979072
"Schaper T., Chlistalla M.","35096939300;35096051500;","Deriving a balanced scorecard for the European settlement industry",2009,"15th Americas Conference on Information Systems 2009, AMCIS 2009","3",,,"1755","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870787550&partnerID=40&md5=f501786a4fc28baf10bbd3ce7461daa5","Goethe-University Frankfurt, Frankfurt, Germany; E-Finance Lab, Goethe-University Frankfurt, Frankfurt, Germany","Schaper, T., Goethe-University Frankfurt, Frankfurt, Germany; Chlistalla, M., E-Finance Lab, Goethe-University Frankfurt, Frankfurt, Germany","The European settlement industry is currently facing competition in cross-border securities settlement. In order to meet the new challenges, the management needs to identify its stakeholders and their interests and must define a clear strategy that includes financial and nonfinancial aims. We apply a stepwise approach to derive a Balanced Scorecard for this particular industry. To meet the specifics of the settlement industry, we adjust and extend the scorecard of Kaplan and Norton's original concept by introducing IT into the modified BSC and by documenting the need to consider important strategic projects. Furthermore, we outline our research model for the validation of these modifications. © (2009) by the AIS/ICIS Administrative Office All rights reserved.",,"Balanced scorecards; Cross-border; Research models; Stepwise approach; Industry; Information systems; Competition",,,,,,,,,,,,"Schaper, T.; Goethe-University Frankfurt, Frankfurt, Germany",,,,9781615675814,,,"English","Amer. Conf. Inf. Sys., AMCIS",Conference Paper,"Final","",Scopus,2-s2.0-84870787550
"Carta C.","55315797300;","Close enough?: The EU’s global role described by non-European diplomats in Brussels",2009,"External Perceptions of the European Union as a Global Actor",,,,"207","217",,,"10.4324/9780203866917-24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123666759&doi=10.4324%2f9780203866917-24&partnerID=40&md5=2edc6a09ebb26281ce195de56253136c",,"Carta, C.","The EU’s international actorness: what does the EU do? Similarly to its international presence, respondents appear to describe the EU’s international actorness as influenced by its atypical character as a multinational, non-state actor. While this distinctiveness was viewed as a constitutive trait of its international presence, it is now described as the key limit to a satisfactory performance at the global level. The interplay between the two dimensions (international presence and global actorness) is easily unveiled: the EU’s atypical entity as a new type of international player (which is seen as a strong element of its presence) invariably raises expectations as to what it should do; yet, its ambiguity limits its role performance fuelling harsh criticisms with regard to its actual global actorness. Paradoxically, what was seen as a key strength in defining the EU’s international presence is also regarded as its main weakness in terms of actorness. In this regard, some of the diplomats highlight how the distinction between high and low policies in EU external relations (Hoffmann 1966) contributes to delineating the EU role (JA2, SA1, ME3). Whereas some important competencies - such as international trade - are handled at the Community level, others - such as foreign policy, security and justice and home affairs - are conceived as standing firmly at the national level. The EU is generally described as an effective actor in those areas where there are clear delegated competencies at the Community level. In those areas, as we will see, the EU is seen to have a strong, undisputed role on the international scene (Figure 14.2). This is the case for international trade and technological development (IN2), but also for regulation, a sector in which the EU is said to play a powerful role, probably more so than the US (JA2, IS1, US3). However, this strong relevance is often criticized as way of maintaining a privileged economic position on the international scene. As put by a South African diplomat, the developing world tends to see the EU as protectionist bloc, which uses technical barriers in order to protect its market while promoting an official policy of tariff removals (SA1). According to an Indian diplomat, the powerful role that the EU plays in international trade affords it a disproportionate representation in the World Trade Organization (WTO), which brings into question the actual multilateral vocation of the EU itself (IN2). The EU is also blamed for not being particularly transparent in its regulatory processes (IS1, US3). Furthermore, over-regulation is not only seen as a tacit instrument of power, but also as a burden on other countries, which inevitably slows down international cooperation (AU1). © 2010 Selection and editorial matter, Sonia Lucarelli and Lorenzo Fioramonti; individual chapters, the contributors.",,,,,,,,,,,,,,,,"Taylor and Francis",,9781135239497; 9780415481007,,,"English","External Perceptions of the European Union as a Global Actor",Book Chapter,"Final","",Scopus,2-s2.0-85123666759
"Makaremi C.","35932484300;","Governing borders in France: From extraterritorial to humanitarian continement",2009,"Canadian Journal of Law and Society","24","3",,"411","432",,25,"10.1017/s0829320100010103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951483167&doi=10.1017%2fs0829320100010103&partnerID=40&md5=a794f348278b4e7ddea9c159492be02a","Département d'Anthropologie, Université de Montréal, CP 6128, Suce. Centre-ville, Montreal, QC H3C 3J7, Canada","Makaremi, C., Département d'Anthropologie, Université de Montréal, CP 6128, Suce. Centre-ville, Montreal, QC H3C 3J7, Canada","In Western states, restrictive migration policies over the last 30 years have entailed a shift in the practices of control, leading to the institution of systems of detention at international borders. Border confinement raises substantial issues about fundamental rights; it involves questions of legality and legitimacy, and the definition of new technologies of government. In France, the origins of border detention show how pre-existing administrative practices of detention were legalized through the adoption of ""waiting zones,"" a new regime of detention that enhanced both conditions of detention and disciplinary control over detainees. This development confronts human-rights activists who have opposed border detention since the mid-1970s with ""paradoxical gains"" and a tough dilemma: the rights that have been granted by the state to travellers held at the borders are not enough, whereas legalization has opened the way for new control mechanisms. Understanding border confinement involves analysing these paradoxes produced by constant negotiations between the administration, willing to tighten control over its borders, and concerns of certain groups within civil society, willing to defend basic rights and give a legal framework to control practices. In France, the diffusion of penitentiary models of management and the ambiguities of law that this article explores further draw together the conditions for administrative processes of legal exclusion. What do such processes teach us about evolving regimes of government within rights-based liberal systems?","Border control; Extraterritorial confinement; Legal mobilization; Undocumented aliens and asylum seekers in the EU",,,,,,,,,,,,,"Makaremi, C.; Département d'Anthropologie, CP 6128, Suce. Centre-ville, Montreal, QC H3C 3J7, Canada; email: chowra.makaremi@umontreal.ca",,"Cambridge University Press",08293201,,,,"English","Can. J. Law Soc.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-77951483167
"Brecht B.","36981265700;","Facing the future with 3D facial recognition technology",2009,"Biometric Technology Today","17","1",,"8","9",,1,"10.1016/S0969-4765(09)70018-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-60149099973&doi=10.1016%2fS0969-4765%2809%2970018-9&partnerID=40&md5=629d30de8e3eb5c4034d15e6a549a44c",,"Brecht, B.","Member states of the European Union have been issuing ePassports with biometric features for some time now. These features can be used to trigger and to automate sovereign verification and identification processes at border control stations. Bundesdruckerei's Björn Brecht believes 3D facial recognition will improve the efficiency of these processes by offering considerable advantages over traditional 2D recognition currently used. 3D facial recognition prototypes are being developed and their practical usefulness is being tested as part of the EU-Commission-funded research project '3D Face'. © 2009 Elsevier Ltd. All rights reserved.",,"Biometrics; Project management; Biometric features; Border controls; E-passports; European unions; Facial recognition; Identification process; Member state; Face recognition",,,,,,,,,,,,,,,09694765,,,,"English","Biom. Technol. Today",Article,"Final","",Scopus,2-s2.0-60149099973
