Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Stephenne N., Magoni R., Laneve G.","6506067047;55996280600;6603065055;","From real time border monitoring to a permeability model",2009,"Remote Sensing from Space: Supporting International Peace and Security",,,,"239","259",,1,"10.1007/978-1-4020-8484-3_15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891979072&doi=10.1007%2f978-1-4020-8484-3_15&partnerID=40&md5=f7d123256d1be1ee9c370b9d219bff0e","Institute for the Protection and Security of the Citizen, Joint Research Centre, European Commission, Via Fermi 1, 21020 Ispra, (VA), Italy; Centro di Ricerca Progetto San Marco, Università di Roma la Sapienza, Via Salaria 851, 00138 Roma, Italy","Stephenne, N., Institute for the Protection and Security of the Citizen, Joint Research Centre, European Commission, Via Fermi 1, 21020 Ispra, (VA), Italy; Magoni, R., Institute for the Protection and Security of the Citizen, Joint Research Centre, European Commission, Via Fermi 1, 21020 Ispra, (VA), Italy; Laneve, G., Centro di Ricerca Progetto San Marco, Università di Roma la Sapienza, Via Salaria 851, 00138 Roma, Italy","International migration has risen to the top of the global policy agenda (GCIM 2005). This paper assesses the potential use of satellite imagery to monitor flows of people across borders. The objective of this ""border monitoring"" assessment is to contribute to the development of scenarios on potential future migration through land borders and to develop recommendations for border management. This study begins with an assessment of statistical and earth observation information datasets to monitor border crossing in real time. Due to the unavailability of relevant data, this study evolved towards an indirect definition of migrants' likelihood to cross the border (the border permeability). The permeability model combines earth observation and geo-spatial technologies with formal decision theory to assess the likelihood that a border area may be crossed by an illegal migrant, based on a presumed cost/opportunity behavioural strategy. Two preliminary permeability models were developed on two different areas, the EU-25 land border and the Central African region. The resulting permeability maps help in the overall understanding of illegal migration patterns. In the border monitoring process, they help to identify high permeability areas where change detection analysis can be carried out using medium resolution satellite imagery. © 2009 Springer Science+Business Media B.V.","geographical information system; Illegal migration; multi-criteria model; remote sensing; statistics",,"Stephenne, N.; Institute for the Protection and Security of the Citizen, Via Fermi 1, 21020 Ispra, (VA), Italy; email: nathalie.stephenne@jrc.it",,"Springer Netherlands",,9781402084836,,,"English","Remote Sens. from Sp.: Support. Intl. Peace and Secty.",Book Chapter,"Final","",Scopus,2-s2.0-84891979072
"Schaper T., Chlistalla M.","35096939300;35096051500;","Deriving a balanced scorecard for the European settlement industry",2009,"15th Americas Conference on Information Systems 2009, AMCIS 2009","3",,,"1755","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870787550&partnerID=40&md5=f501786a4fc28baf10bbd3ce7461daa5","Goethe-University Frankfurt, Frankfurt, Germany; E-Finance Lab, Goethe-University Frankfurt, Frankfurt, Germany","Schaper, T., Goethe-University Frankfurt, Frankfurt, Germany; Chlistalla, M., E-Finance Lab, Goethe-University Frankfurt, Frankfurt, Germany","The European settlement industry is currently facing competition in cross-border securities settlement. In order to meet the new challenges, the management needs to identify its stakeholders and their interests and must define a clear strategy that includes financial and nonfinancial aims. We apply a stepwise approach to derive a Balanced Scorecard for this particular industry. To meet the specifics of the settlement industry, we adjust and extend the scorecard of Kaplan and Norton's original concept by introducing IT into the modified BSC and by documenting the need to consider important strategic projects. Furthermore, we outline our research model for the validation of these modifications. © (2009) by the AIS/ICIS Administrative Office All rights reserved.",,"Balanced scorecards; Cross-border; Research models; Stepwise approach; Industry; Information systems; Competition","Schaper, T.; Goethe-University Frankfurt, Frankfurt, Germany",,,,9781615675814,,,"English","Amer. Conf. Inf. Sys., AMCIS",Conference Paper,"Final","",Scopus,2-s2.0-84870787550
"Berglund E., Karbauskaite R.","57197542962;15759405200;","Frontex perspectives on biometrics for border checks",2008,"Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI)",,,,"107","115",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873930693&partnerID=40&md5=c03cf594643949fd16b51a8199e51c5f","Frontex, Rondo ONZ 1, 00-124 Warsaw, Poland","Berglund, E., Frontex, Rondo ONZ 1, 00-124 Warsaw, Poland; Karbauskaite, R., Frontex, Rondo ONZ 1, 00-124 Warsaw, Poland","The European Union is developing new concepts for border management. Biometrics is seen is a key technology to facilitate more secure and convenient border management. Biometric information in the form of the facial image is already stored in the electronic passports, and from 2009 fingerprints will also be stored. Also from 2009, biometrics will be introduced in the Visa Information System (VIS). The VIS will store facial images and fingerprints of all visa applicants and a check against the stored data will be performed at the border crossing. The use of biometrics makes the concept of automated border crossing feasible. Frontex has studied such systems and found them to perform well. There are, however, several design issues that need to be addressed to make the systems more user friendly.",,"Biometric informations; Border crossings; Design issues; Electronic passports; European union; Facial images; Key technologies; User friendly; Visa information systems; Biometrics","Berglund, E.; Frontex, Rondo ONZ 1, 00-124 Warsaw, Poland; email: erik.berglund@frontex.europa.eu",,,16175468,9783885792314,,,"English","Lect. Notes Informatics (LNI), Proc. - Series Ges. Inform. (GI)",Conference Paper,"Final","",Scopus,2-s2.0-84873930693
"Baldaccini A.","24167827500;","Counter-terrorism and the EU strategy for border security: Framing suspects with biometric documents and databases",2008,"European Journal of Migration and Law","10","1",,"31","49",,23,"10.1163/138836407X261308","https://www.scopus.com/inward/record.uri?eid=2-s2.0-42949141615&doi=10.1163%2f138836407X261308&partnerID=40&md5=742aef1eab09a493649f58b545454741","House of Lords, EU Committee","Baldaccini, A., House of Lords, EU Committee","This article examines the way in which the EU amd its Member States have approached border security issues since the terrorist attacks in the US on 11 September 2001. A key aspect of this approach has been to tighten control of borders and the safety of documents by the use of biometric systems. The new policies on border security and document security are resulting in the mass collection and storage of biometric data in relation to third-country nationals seeking entry into the territory of EU Member States, and in relation to EU nationals within the context of travel and identity documents. These developments are significant as the Union is considering the potential offered by biometrics not only for the effective management of borders but also for the prevention and combating of crime. © 2008 Martinus Nijhoff Publishers.","Biometrics; Border control; Document security; Euodac; Information systems; SIS; VIS",,"Baldaccini, A.; House of Lords, United Kingdom",,,1388364X,,,,"English","Eur. J. Migr. Law",Review,"Final","",Scopus,2-s2.0-42949141615
"Brouwer E.","10539285300;","Digital borders and real rights: Effective remedies for third-country nationals in the Schengen information system",2008,"Immigration and Asylum Law and Policy in Europe","15",,,"1","596",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966774783&partnerID=40&md5=554829922643a28a5b6c0d8d02b0d28e",,"Brouwer, E.",[No abstract available],,,"Brouwer, E.","Niessen J.Guild E.Guild E.","Martinus Nijhoff Publishers",15682749,9789004165038,,,"English","Immigr. Asylum Law Policy Eur.",Review,"Final","",Scopus,2-s2.0-84966774783
"Stefanou C.","56112161500;","The European criminal record: Political parameters",2008,"Towards a European Criminal Record",,,,"59","78",,,"10.1017/CBO9780511495069.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927004727&doi=10.1017%2fCBO9780511495069.004&partnerID=40&md5=1e319793eb5b7ebd13a6b18f62f0876b","Institute of Advanced Legal Studies, School of Advanced Studies, University of London, United Kingdom","Stefanou, C., Institute of Advanced Legal Studies, School of Advanced Studies, University of London, United Kingdom","Introduction The idea behind the creation of a European Criminal Record was first put forward to the Commission in the political reviser’s Report of a Falcone Study on the use of national criminal records, completed in 2000. It was noted in that Report that the existing problems in judicial and enforcement agencies’ cooperation across the EU made the use of national criminal records as a means of combating organised crime rather problematic. It was pointed out that practical problems hindered the speed, access and effectiveness of existing methods of cooperation and the creation and use of an ECR was the way forward for the effective combating of organised crime. Of course, the idea of using databases as a means of combating crime is not new. Practically all enforcement agencies around the world use ‘files’ (in paper or digital form) on crimes, suspects and methods (modus operandi) in an attempt to prevent crime or prosecute criminals. In fact, in recent years digital databases such as the Schengen Information System (SIS) have become the first line of defence against transnational organised crime and plans to update and develop further the system into a SIS II are on the way. What makes the proposal for an ECR different is the idea of an EU-wide dedicated database which addresses the problem directly: in other words, a dedicated database which contains information extracted from national criminal records on selected crimes. © Cambridge University Press 2008 and Cambridge University Press, 2009.",,,"Stefanou, C.; Institute of Advanced Legal Studies, School of Advanced Studies, University of LondonUnited Kingdom",,"Cambridge University Press",,9780511495069; 9780521866699,,,"English","Towards a European Criminal Record",Book Chapter,"Final","",Scopus,2-s2.0-84927004727
"Mitsilegas V.","15759992900;","Databases in the area of freedom, security and justice: Lessons for the centralisation of records and their maximum exchange",2008,"Towards a European Criminal Record",,,,"311","335",,2,"10.1017/CBO9780511495069.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909422433&doi=10.1017%2fCBO9780511495069.017&partnerID=40&md5=1dddc44237ed296829bef28891d9065f","School of Law, Queen Mary, University of London, United Kingdom","Mitsilegas, V., School of Law, Queen Mary, University of London, United Kingdom","Introduction A key element in the development of EU action in Justice and Home Affairs in recent years has been the creation of legal and technical mechanisms aiming to facilitate the collection, exchange and analysis of personal data. Steps in this direction have taken the form of initiatives aiming both at eliminating obstacles to the exchange of personal data between national authorities and at creating EU-wide structures and databases. The emphasis on developing EU-wide databases can be witnessed in both the immigration and asylum field (with the establishment of the EURODAC and Schengen Information System (SIS) databases and proposals to establish a Visa Information System (VIS) in the pipeline) and the criminal law/policing field (the Europol database and part of the SIS database being prime examples). Political reactions to terrorist attacks this decade have led to calls for increasingly linking these databases (notwithstanding their different purpose) and increasing their ‘interoperability’ – a strategy clearly visible in the 2004 Hague Programme, a five-year renewal of the EU Justice and Home Affairs strategy. The Hague Programme also calls for the further facilitation of bilateral information exchanges in the police field under the so-called ‘principle of availability’ and for the ‘deepening’ of surveillance by the use of biometrics in the various databases. © Cambridge University Press 2008 and Cambridge University Press, 2009.",,,"Mitsilegas, V.; School of Law, Queen Mary, University of LondonUnited Kingdom",,"Cambridge University Press",,9780511495069; 9780521866699,,,"English","Towards a European Criminal Record",Book Chapter,"Final","",Scopus,2-s2.0-84909422433
"Vogel B.","8871953100;","Fresh thinking on border control",2007,"Jane's Airport Review",,"NOV.",,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-37249084090&partnerID=40&md5=73ea24fd4571c1bb0f4dca487d2c01f1",,"Vogel, B.","Manufacturers are developing several biometric technologies for airports all over the world in order to improve security, since automated kiosks and gates perform the activity of verifying identity more effectively. Raytheon Intelligence and Information Systems has developed a biometric RFID-enabled smartcard called the Personal Authentication Device (PAD) that combines biometric fingerprint and RFID technology. The Australian government hopes to introduce a SmartGate access card program for air travelers. A large European airport is collaborating with a large US airport on issues of interoperability. Airlines and airport authorities could help by installing more biometric technology at border control points.",,,,,,09547649,,,,"English","Jane's Airport Rev.",Article,"Final","",Scopus,2-s2.0-37249084090
"Smith K.","57224650449;","Northrop Grumman opens UK demonstration facility",2007,"Jane's Defence Weekly",,"FEB.",,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054876029&partnerID=40&md5=dc6ffcc76436268e4012dfa150aa5101",,"Smith, K.","Northrop Grumman has opened a UK office facility and advanced technology demonstration center in Fareham, Hampshire. The new facility will provide improved accommodation for the company's Mission Systems Europe subsidiary and will include collaborative demonstration environment for planning, modeling and simulation of its advanced technology systems. Northrop Grumman's Mission Systems Europe is providing software and support services to the NATO C3 Agency for the Maritime command and Control information System programs and to the UK Ministry of Defence (MoD) and other international customers. The Fareham facility enable the company to demonstrate its range of technology systems for strategic to tactical military command and control, border security, urban resilience and critical infrastructure protection.",,,"Smith, K., London, United Kingdom",,,02653818,,,,"English","Jane's Def. Weekly",Article,"Final","",Scopus,2-s2.0-80054876029
"Smith K.","57224650460;","Northrop Grumman opens UK facility",2007,"Jane's Defence Industry",,"FEB.",,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847763262&partnerID=40&md5=c487f9d9576d12faf489fa0d1891a025",,"Smith, K.","Northrop Grumman has opened a UK office facility and advanced technology demonstration center in Fareham, Hampshire. The new facility will provide improved accommodation for the company's Mission Systems Europe subsidiary and will include a state-of-the-art collaborative demonstration environment for planning, modeling and simulation of its advanced technology systems. Northrop Grummans Mission Systems Europe is providing software and support services to the NATO C3 Agency for the Maritime Command and Control Information System programs, and to the UK Ministry of Defence (MoD) and other international customers. The Fareham facility will enable Northrop Grumman to demonstrate its range of technology systems for strategic to tactical military command and control, border security, urban resilience and critical infrastructure protection.",,,,,,1363271X,,,,"English","Jane's Def. Ind.",Article,"Final","",Scopus,2-s2.0-33847763262
"Ross J.C.","15056753700;","Biometrics: Intersecting borders and bodies in liberal bionetwork states",2007,"Journal of Borderlands Studies","22","2",,"77","96",,7,"10.1080/08865655.2007.9695678","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865976116&doi=10.1080%2f08865655.2007.9695678&partnerID=40&md5=12630b68c962dcf87e2a99d6edc2f053","Department of Political Science, Colorado State University, Fort Collins, CO, United States","Ross, J.C., Department of Political Science, Colorado State University, Fort Collins, CO, United States","This paper addresses the following two part question: How are liberal bionetwork states using technology to manage human flows and what are the broader political implications of these developments? Specifically, I examine the expanding scope and implications of biometric surveillance technologies in liberal states’ border securitization practices. Since 9/11, biometric identification systems have been fast‐tracked as a “silver‐bullet solution” to address perceived threats to border security in the United States and the European Union. I argue that the deployment of new information and biometric technologies in the United States and the European Union is both individuating and expanding state space into new geographies (i.e., state control is extensifying inside bodies and reaching outside sovereign territorial boundaries). This is due, in part, to the deployment and growing interoperability of new border securitization technologies, like US‐VISIT in the United States and the second generation of the Schengen Information System (SIS II) and Visa Information System (VIS) in the European Union. Biometric systems augment efforts to create a high‐concept, multi‐layered, interoperable system of “virtual borders” designed to deter or intercept determined terrorists, criminals, and unauthorized migrants. As the deployment of biometric technologies creep from the margins to the mainstream, privacy and surveillance concerns will become evermore salient. Equally important are the implications of this incremental “disembodied integration” of people with states on how liberal bionetwork societies make decisions about belonging and exclusion. As virtual borders extend into our bodies and around the globe, securitization measures that intersect bodies and states require a virtual theory to account for these new geographies of state space and the qualitative affects on individuals. © 2007, Taylor & Francis Group, LLC.",,,"Ross, J.C.; Department of Political Science, , Fort Collins, CO, United States",,,08865655,,,,"English","J. Borderl. Stud.",Article,"Final","",Scopus,2-s2.0-84865976116
"Broeders D.","17433346100;","The new digital borders of Europe: EU databases and the surveillance of irregular migrants",2007,"International Sociology","22","1",,"71","92",,178,"10.1177/0268580907070126","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846263699&doi=10.1177%2f0268580907070126&partnerID=40&md5=38cc68b3a7a702fb8199abb03a5dc00a","Erasmus University of Rotterdam, Dutch Scientific Council for Government Policy, Netherlands; Erasmus University of Rotterdam, Department of Sociology, PO Box 1738, 3000 DR Rotterdam, Netherlands; Scientific Council for Government Policy, PO Box 20004, 2500 EA, The Hague, Netherlands","Broeders, D., Erasmus University of Rotterdam, Dutch Scientific Council for Government Policy, Netherlands, Erasmus University of Rotterdam, Department of Sociology, PO Box 1738, 3000 DR Rotterdam, Netherlands, Scientific Council for Government Policy, PO Box 20004, 2500 EA, The Hague, Netherlands","This article analyses the development of three EU migration databases and their significance for the internal control of irregular migrants. Because borders and immigration policy alone cannot stop irregular migration, many governments turn to internal migration control on settled irregular migrants. Surveillance of this group is aimed at their exclusion from key societal institutions, discouraging their stay and ultimately, the deportation of apprehended irregular migrants. These are policies in which identification of irregular migrants is crucial. In this age, registration and identification mean computerized and networked databases. The member states of the EU are currently developing a network of databases in the field of (irregular) immigration. The Schengen Information System (II), the Eurodac database and the Visa Information System are vast databases, often including biometric data, aimed at controlling migration flows and identifying and sorting legal and irregular migrants. These systems are able to 're-identify' parts of the population of irregular migrants on the basis of digital traces of their migration history. It is argued that the digital infrastructure that is now growing past its infancy is developing into a formidable tool for the surveillance of irregular migrants in Europe. ©International Sociological Association.","Databases; European Union; Irregular migration; Social sorting; Surveillance",,"Broeders, D.; Erasmus University of Rotterdam, Netherlands; email: broeders@fsw.eur.nl",,,02685809,,,,"English","Int. Sociol.",Article,"Final","",Scopus,2-s2.0-33846263699
"Barrow D.","15071349100;","Informed response",2006,"Fire Prevention and Fire Engineers Journals",,"SEPT.",,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860032375&partnerID=40&md5=86eb4319af85a631f86bc3b568d0a227","EADS Defenceand Security Systems Limited, United States","Barrow, D., EADS Defenceand Security Systems Limited, United States","The progress of the OASIS project, a pan-European initiative to ensure the better co-ordination of information systems used by civil protection organizations during an emergency response is discussed. It will ensure the cross-border management of crises, without prejudicing national legal requirements or endangering the security of partner nations. OASIS addresses the strategic objective of improving risk management, defining and developing an information technology framework based on an open and flexible architecture. The OASIS consortium has been analyzing the user requirements of European emergency services and national governments to extract generic European system requirements. The project defines the requirements of the system backbone supported by a reliable and secure communication network, the deployable communication network, the command and control functions and decision support software.",,"Control functions; Decision support software; Emergency response; Governments; Fire protection; Information retrieval systems; Regulatory compliance; Risk management; Societies and institutions; Strategic planning; Telecommunication networks; Project management","Barrow, D.; EADS Defenceand Security Systems LimitedUnited States",,,14783576,,,,"English","Fire Prev. Fire Eng. J.",Article,"Final","",Scopus,2-s2.0-84860032375
"Bright M.","8535615400;","Unisys selects Microsoft for European border security",2006,"Jane's Defence Weekly",,"JULY",,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858942455&partnerID=40&md5=ac7b71be5a1d1a0a5186a8dce8f5b7c3",,"Bright, M.","Unisys Corp, US, has selected Microsoft Europe, Middle East and Africa, to provide technology solutions for the second generation of the pan-European Schengen Information System (SIS II) and Visa Information System (VIS), with the aim to reduce cross-border crime, identity fraud and visa shopping. The existing SIS and VIS facilitate the European Commission's (EC) existing common law enforcement and visa management system, which supports the 1985 Schengen Agreement. The 10 newest EU members including Switzerland have signed the agreement but will become full members once they have implemented the treaty. Microsoft will enable the EC to expand the amount and types of data that can be shared from the 15 current participants to a total of 27. SIS and VIS will also include a biometric matching system including 10 fingerprints from each person, a digital headshot and alphanumeric data.",,"Alphanumeric data; Biometric matching system; Digital headshot; Visa management system; Law enforcement; Pattern recognition; Pattern recognition systems; Security systems; Security of data","Bright, M., London, United Kingdom",,,02653818,,,,"English","Jane's Def. Weekly",Article,"Final","",Scopus,2-s2.0-84858942455
"Denzer R., Güttler R.","56070574400;6602689846;","Orchestra - An information infrastructure to support cross-boundary risk management",2005,"MODSIM05 - International Congress on Modelling and Simulation: Advances and Applications for Management and Decision Making, Proceedings",,,,"1951","1956",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053117742&partnerID=40&md5=1f43b12aecaf1eb083950637c6fa96fd","Environmental Informatics Group, Germany","Denzer, R., Environmental Informatics Group, Germany; Güttler, R., Environmental Informatics Group, Germany","Many practical environmental assessment and management tasks are tasks which need to cross boundaries, in particular thematic, spatial, political and organisational boundaries. Typical examples are cross-border management of emergencies in Europe, eg flood management, where an IT system in practice would have to integrate data and information processess across at least 4 countries and at 6 to 8 provinces. Thus the information management as such becomes a very complex and costly issue. This paper presents an overview of the ORCHESTRA project. ORCHESTRA responds to European needs to develop a standardised, general purpose and generic information infrastructure for the management of environmental and risk management information and related cross-boundary business processes. ORCHESTRA was started in September 2004 and is funded under the 6th framework program of the EU (FP6), under the priority ""Improving Risk Management"" of the Information Society Technologies (IST) program. ORCHESTRA is a 14 million Euro project with 14 partners across Europe. ORCHESTRA is currently developing a general purpose concept for the integration of risk management information systems in Europe. With this, ORCHESTRA contributes to both the INSPIRE and GMES activities in Europe. The paper presents an overview of the project, introduces general problems in integrating crossboundary systems and gives an overview of the appraoch taken by ORCHESTRA. Part of this is the ORCHESTRA Reference Model, which will be the basis for all specification and implementation work undertaken. Note that this paper presents early results. Due to the ORCHESTRA project schedule, official versions of the ORCHESTRA are not yet published (they will be published in fall 2005) and it is thus not yet possible to give a complete picture in this paper.","Large scale architectures; Orchestra reference model; Risk management","Business Process; Cross-border; Data and information; Environmental assessment; Flood management; Framework program; General purpose; Generic information; Information infrastructures; Information society technologies; IT system; Management information; Management tasks; Project schedules; Reference models; Data and information; Environmental assessment; Generic information; Information infrastructures; Information society technologies; Management information; Organisational boundaries; Reference modeling; Environmental management; Flood control; Knowledge management; Models; Risk management; Environmental management; Flood control; Information management; Risk management; Decision making; Decision making","Denzer, R.; Environmental Informatics GroupGermany; email: Ralf.Denzer@enviromatics.org",,,,0975840002; 9780975840009,,,"English","MODSIM - Int. Congr. Model. Simul.: Adv. Appl. Manage. Decis. Mak., Proc.",Conference Paper,"Final","",Scopus,2-s2.0-80053117742
"Philippe H., Norell C.","57212797558;8593261700;","Multi biometric visas to undergo European tests",2005,"Card Technology Today","17","5",,"","",,,"10.1016/S0965-2590(05)70290-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-20544442476&doi=10.1016%2fS0965-2590%2805%2970290-5&partnerID=40&md5=ac182dfa4964f6c4ae0bee750e166801","Sagem, Paris, France; Gemplus","Philippe, H., Sagem, Paris, France; Norell, C., Gemplus","Biodev is a major European technology trial designed to scrutinize the issuance and subsequent verification of chip-based multi-biometric visas. Expected to last for a year, the trial is potentially a precursor to the biometric visa information system (VIS). In addition, the pilot will help determine the impact of new control and work procedures that would be experienced by travellers, consular staff and border police when such a visa system is put into place.",,"Database systems; Face recognition; Interoperability; Microprocessor chips; Technology; Biodev visa; Biometric visa information systems; Electronic passport; Gemplus International (CO); Multi-biometric visas; Sagem (CO); Smart cards","Philippe, H.; Sagem, Paris, France; email: herve.philippe@sagem.com",,,09652590,,,,"English","Card Technol. Today",Note,"Final","",Scopus,2-s2.0-20544442476
"Saxer A.R.","6701879081;","Schengen-Assoziierimg der Schweiz",2005,"Kriminalistik","59","1",,"58","62",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-13144273800&partnerID=40&md5=6c4240221518bbc4d1753206f52b4ae6","Stv. Chefin Sektion Politik, Institutionen Integrationsbüro, EDA/EVD, Bern, Switzerland","Saxer, A.R., Stv. Chefin Sektion Politik, Institutionen Integrationsbüro, EDA/EVD, Bern, Switzerland","Switzerland is de facto already part of the Schengen area. Border controls have loosened at the Swiss borders but Switzerland lacks the complementary measures foreseen by Schengen. The bilateral police agreements Switzerland concluded with the neighbouring states are a necessary complement to the Schengen cooperation but not a substitute. Schengen offers the Swiss authorities cooperation with police and justice authorities of soon 27 states, access to the Schengen Information system and participation at the visa cooperation.",,,"Stv. Chefin Sektion Politik, , Bern, Switzerland",,,00234699,,KRMNA,,"German","Kriminalistik",Review,"Final","",Scopus,2-s2.0-13144273800
[No author name available],[No author id available],"EU passport chips are set for a collision course",2005,"Biometric Technology Today","13","2",,"","",,,"10.1016/S0969-4765(05)70292-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-18544370077&doi=10.1016%2fS0969-4765%2805%2970292-7&partnerID=40&md5=c78d2d9402b9fd2700f2f52f05e4aaaf",,"","The dilemma faced by the European Union (EU) over the introduction of biometric-based visas, which is followed by the presence of multiple contactless chips within a single travel document making it hard to read the correct chip, is discussed. The EU has started to sign off on plans which would have seen fingerprint and facial biometric identifiers loaded onto contactless chips which would have been embedded within the visa. The Luxemberg Council presidency has accepted two possible ways forward that were deemed feasible by the technical group. The new visa system does not currently apply to the UK and Ireland, which opted out of cooperation on visa rules.",,"Data processing; Database systems; Face recognition; Information science; Information technology; Online searching; Smart cards; Biometric technology; European Union (EU); Fingerprints; Visa information systems (VIS); Microprocessor chips",,,,09694765,,,,"English","Biom. Technol. Today",Review,"Final","",Scopus,2-s2.0-18544370077
"Carrera S.","26038967900;","What Does Free Movement Mean in Theory and Practice in an Enlarged EU?",2005,"European Law Journal","11","6",,"699","721",,58,"10.1111/j.1468-0386.2005.00283.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248036674&doi=10.1111%2fj.1468-0386.2005.00283.x&partnerID=40&md5=545a6fcd1b02d15dbadc4b7c5f8c0931",,"Carrera, S.","Abstract The purpose of this article is to review the main challenges to the principle of free movement of persons in theory and practice in an enlarged European Union. The right to move freely represents one of the fundamental freedoms of the internal market as well as an essential political element of the package of rights linked to the very status of EU citizenship. The scope ratione personae and the current state of the principle of free movement of persons is assessed by looking at the most recent case law of the Court of Justice and the recently adopted Directive on the rights of citizens of the Union and their family members to move and reside freely within the territory of the Member States. But what are the hidden and visible obstacles to free movement of persons in Europe? How can these barriers be overcome to make free movement and residence rights more inclusive? This article addresses these issues along with the following questions: Who are the beneficiaries of the free movement of persons in an enlarged Europe? What is the impact of the recent legal developments in the freedom of movement dimension, such as the European Court of Justice case law and the new Directive? And to what extent are pro-security policies such as the Schengen Information System II and an enhanced interoperability between European databases fully compatible with the freedom of movement paradigm?. © 2017 Wiley. All rights reserved.",,,,,,13515993,,,,"English","Euro. Law J.",Article,"Final","",Scopus,2-s2.0-34248036674
"Samatas M.","7801555652;","Greece in 'Schengenland': Blessing or anathema for citizens' and foreigners' rights?",2003,"Journal of Ethnic and Migration Studies","29","1",,"141","156",,14,"10.1080/1369183032000076768","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037696273&doi=10.1080%2f1369183032000076768&partnerID=40&md5=ed73a2b0f1f691657d84eaac57c4c313","Department of Sociology, University of Crete, PO Box 91, Rethymnon Crete 74100, Greece","Samatas, M., Department of Sociology, University of Crete, PO Box 91, Rethymnon Crete 74100, Greece","This paper is a case-study of the actual impact of Schengen implementation by the Greek state security apparatus, and its implication for basic and new rights of Greek citizens and foreigners, vis-à-vis European integration. It is based upon an analysis of special data records, including surveillance of national and alien suspects, asylum and deportations, 'border repulsion of undesirable persons', etc. provided to the press by the Greek Schengen Bureau. Some comparisons are made with other Schengen counterparts. The analysis illustrates those particular geopolitical and sociopolitical control imperatives that actually affect the efficiency of the Schengen Agreement in Greece. Based also on other documented evidence, I conclude that Schengen's impact is a mixed blessing for Greek and European citizens as regards both their free movement, and also potential violations of their privacy and civil liberties. It is clearly an 'immigration anathema' to build a 'Fortress Europe', especially as regards Third World immigrants' and refugees' rights and life chances in the EU.","Asylum-seekers; Fortress Europe; Greece; Immigrants; Schengen information system","asylum seeker; human rights; immigrant population; immigration policy; Greece","Samatas, M.; Department of Sociology, PO Box 91, Rethymnon Crete 74100, Greece; email: samatas@social.soc.uoc.gr",,,1369183X,,,,"English","J. Ethn. Migr. Stud.",Article,"Final","",Scopus,2-s2.0-0037696273
